strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
sour-og-r2,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.05,0.075,0.035,0.0,0.24,0.31,0.0,0.05,0.18,0.0,0.0,,0.44000000000000006,0.01,19.82,0.01,0.01,0.01,0.01,,,0.405,0.04,0.01,9.77,0,2,0
sour-og-xtra,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67,0.51,,,,,,,,,0.16,0.12,,,1,0,0
sour-ogre,,,,,,,,0.0,,,,,0.0,,0.0,,1.28,0.73,,0.57,0.0,,0.0,0.0,,,23.83,0.49,,,,,0.06,0.18,,,0.5,,0.03,,1,0,0
sour-orange,,,,,,0.024,0.008,0.015,0.0,0.022,0.0,0.0,0.043,0.232,0.472,0.006,0.042,0.046,0.017,0.098,0.166,,0.067,0.183,0.012,0.0,,0.85,0.0,14.73,0.0,0.0,0.07,0.0,0.0,0.0,1.17,0.06,0.01,,0,0,1
sour-patch,,,,,,0.0,0.013,0.231,0.0,0.006,0.026,0.0,0.243,0.017,0.035,0.412,0.733,0.091,0.0,2.386,0.139,,0.117,0.515,0.0,0.0,,7.51,0.0,61.84,0.13,0.1,0.58,0.0,0.0,0.0,1.97,0.28,0.0,,0,0,1
sour-patch-farms-aj-sour-diesel,,,,,,0.0,0.013,0.034,0.0,0.001,0.002,0.001,0.117,0.002,0.009000000000000001,0.232,0.489,0.043,0.0,1.171,0.101,,0.085,0.627,0.0,0.0,,0.65,0.0,20.43,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.04,0.0,,0,0,1
sour-perm,,,,,,,,,,,,,,,,,,,,,,,,,,,11.67,0.59,,,,,,,,,,,,,1,0,0
sour-pez,,,,,,,,0.65,,,,,0.0,,0.0,,0.38,0.23,,0.33,0.04,,0.0,0.0,,,18.88,0.57,,,,,0.05,0.16,,,0.73,,0.03,,1,0,0
sour-pie,,,,,,0.0,0.015,0.008,0.0,0.0,0.016,0.0,0.008,0.076,0.014,0.0,0.112,0.126,0.0,0.365,0.175,,0.104,0.34600000000000003,0.0,0.0,,0.85,0.0,16.75,0.0,0.0,,0.0,0.0,0.0,0.31,0.13,0.0,,0,0,1
sour-pineapple,,,,,,0.0,0.011000000000000001,0.16333333333333333,0.0015,0.0,0.027,0.0,0.30833333333333335,0.209,0.06733333333333334,0.21450000000000002,0.2263333333333333,0.15733333333333333,0.0,0.582,0.4736666666666667,,0.09633333333333334,0.5393333333333333,0.0,0.0,13.23,2.4433333333333334,0.0,39.805,0.0,0.0,0.89,0.08,0.0,0.05,1.4433333333333334,0.27,0.075,,1,0,2
sour-pink-grapefruit,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,0.1,,,,,,,,,0.06,0.03,,,1,0,0
sour-power,0.0,0.12,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.02,0.08,0.17,0.05,0.0,0.42,0.14,0.0,0.09,0.43,0.01,0.0,18.89,0.51,0.2,21.04,0.01,0.065,0.205,0.01,,,0.5,0.01,0.01,9.74,1,1,0
sour-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,0.22,,,,0.07,0.01,,,,,,,,1,0,0
sour-raspberry,0.0,0.0,,,,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.28,0.64,0.06,0.63,0.56,0.13,0.23,0.31,0.05,0.0,,3.43,0.01,80.81,0.01,0.01,0.83,0.01,,,1.62,0.43,0.01,,0,1,0
sour-scout-122016,,,,,,0.0,0.027000000000000003,0.025,0.0,0.017,0.0,0.0,0.8009999999999999,0.0,0.01,0.128,0.339,0.091,0.0,0.8440000000000001,0.462,,0.193,1.535,0.0,0.0,,9.53,0.03,66.42,0.09,0.0,0.2,0.0,0.04,0.0,4.08,0.51,0.09,,0,0,1
sour-sensi-star,0.0,0.0,,,,0.0,0.02,0.0,0.01,0.0,0.06,0.0,0.13,0.0,0.02,0.0,0.15,0.05,0.0,0.33,0.35,0.02,0.0,0.33,0.01,0.0,,,,,,,,,,,,,,,0,1,0
sour-sherbert,,,,,,0.0,0.012,0.34,0.0,0.014,0.039,0.0,0.29,0.009000000000000001,0.032,0.499,1.248,0.171,0.0,3.2,0.728,,0.154,0.354,0.002,0.0,,8.05,0.0,63.09,0.0,0.08,0.19,0.0,0.0,0.0,1.63,0.29,0.13,,0,0,1
sour-skunk-kandy,,,,,,,,0.41,,,,,2.05,,0.0,,0.31,0.71,,1.06,0.24,,0.0,0.0,,,13.0,0.41,,,,,0.19,0.26,,,0.24,,0.05,,1,0,0
sour-skywalker,,,0.0,0.0,,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.10500000000000001,0.0,0.025,0.03,0.285,0.11,0.0,0.625,0.69,0.095,0.005,1.0,0.0,0.0,,63.449999999999996,,,0.22,0.135,,0.42,,,,3.35,0.785,,0,2,0
sour-skywalker-batter,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.08,0.04,0.0,0.44,0.67,0.0,0.04,0.56,0.0,0.0,,58.7,,,0.23,0.25,,0.42,,,,3.26,0.71,,0,1,0
sour-skywalker-cookie-lrb,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.04,0.28,0.1,0.0,0.59,0.33,0.11,0.0,1.07,0.0,0.0,,70.2,,,0.34,0.26,,0.46,,,,3.56,0.92,,0,1,0
sour-skywalker-cookies,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.33,0.13,0.0,0.71,0.43,0.14,0.03,1.32,0.0,0.0,,62.9,,,0.25,0.26,,0.45,,,,3.84,0.9,,0,1,0
sour-skywalker-lr,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.24,0.08,0.42,0.11,0.0,0.83,0.63,0.16,0.06,0.92,0.0,0.0,,64.9,,,0.3,0.0,,0.39,,,,3.52,0.89,,0,1,0
sour-skywalker-mendo-lrb,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.06,0.25,0.07,0.0,0.55,0.5,0.14,0.03,0.63,0.0,0.0,,68.8,,,0.38,0.0,,0.43,,,,3.48,1.04,,0,1,0
sour-snervel,,,,,,0.0,0.006,0.005,0.0,0.0,0.048,0.008,0.042,0.01,0.005,0.018000000000000002,0.021,0.255,0.0,0.069,1.6030000000000002,,0.139,0.226,0.0,0.0,,0.47,0.0,18.41,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.06,0.0,,0,0,1
sour-star-lr,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.38,0.0,0.05,0.03,0.25,0.22,0.01,0.49,0.65,0.02,0.09,1.24,0.01,0.0,,58.3,,,0.09,0.1,,0.02,,,,1.24,0.18,,0,1,0
sour-strawberry,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.014,0.0,0.0,0.004,0.1215,0.0,0.036000000000000004,0.0765,0.0,0.056,0.276,0.0,0.0,50.665,5.82,,,0.1,0.1,0.06,0.14,,,,0.31333333333333335,0.18,11.0,2,1,0
sour-strawberry-kush-bubble-rosin,,,0.0,0.0,,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.12,0.0,0.0,0.32,0.01,0.0,0.01,0.03,0.0,0.0,,62.2,,,0.2,0.25,,0.06,,,,1.55,0.43,,0,1,0
sour-sue,,,,,,,,0.0,,,,,0.0,,0.0,,3.02,0.0,,5.93,0.0,,0.0,0.0,,,2.46,1.67,,,,,40.41,8.66,,,0.49,0.58,0.61,,1,0,0
sour-sunset,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.29500000000000004,0.065,0.0,0.35000000000000003,0.055,0.0,0.005,0.045,0.0,0.0,23.65,10.66,,,0.08,0.11,0.04,0.2,,,0.87,0.47,0.205,15.0,1,1,0
sour-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,,,0.31,,63.55,,,,1.61,3.12,,1,0,0
sour-tang-pull-nsnap,,,,,,0.0,0.012,0.35600000000000004,0.0,0.001,0.019,0.016,0.099,0.0,0.047,0.313,0.531,0.046,0.0,1.278,0.248,,0.085,0.379,0.0,0.0,,3.26,0.0,69.27,0.0,0.0,0.16,0.0,0.0,0.0,1.1,0.23,0.0,,0,0,1
sour-tangie,,,0.0,0.0,,0.0,0.007124999999999999,0.15845454545454546,0.00125,0.002875,0.0195,0.0,0.10536363636363637,0.001,0.04045454545454546,0.07237500000000001,0.3583636363636364,0.09372727272727271,0.00625,0.4261818181818182,0.3825454545454546,0.08333333333333333,0.054818181818181815,0.6092727272727273,0.007125,0.00075,26.38,16.599999999999998,0.0,22.718,0.16499999999999998,0.13125,0.20125,0.09545454545454546,0.0,0.0,0.645,0.8350000000000001,0.3766666666666667,11.0,3,3,5
sour-tangie-1-b0068,,,,,,0.0,0.0,0.0,0.0,0.003,0.015,0.0,0.002,0.0,0.0,0.061,0.018000000000000002,0.0,0.0,0.035,0.0,,0.0,0.0,0.0,0.0,,74.51,0.09,11.46,0.25,0.32,0.37,0.26,0.0,0.0,0.64,0.66,0.43,,0,0,1
sour-tangie-2,,,,,,0.0105,0.0135,0.053000000000000005,0.0055,0.004,0.0235,0.0,0.0935,0.1,0.398,0.20350000000000001,0.39849999999999997,0.40149999999999997,0.0105,0.984,0.907,,0.177,0.268,0.0095,0.002,,63.065,0.0,6.425000000000001,0.36,0.495,0.095,0.14500000000000002,0.0,0.0,0.14,0.74,0.7,,0,0,2
sour-tangie-2-sg-sat,,,,,,0.0,0.01,0.019,0.0,0.004,0.139,0.001,0.29,0.002,0.009000000000000001,0.093,0.157,0.039,0.0,0.48,0.287,,0.071,0.531,0.0,0.0,,0.69,0.0,30.11,0.0,0.0,0.07,0.0,0.0,0.04,0.68,0.1,0.0,,0,0,1
sour-tangie-con,,,,,,0.069,0.022,0.196,0.012,0.0,0.349,0.0,0.362,0.115,2.394,0.071,1.4580000000000002,0.235,0.052000000000000005,4.916,0.598,,0.35200000000000004,1.372,0.028,0.0,,1.51,0.0,68.72,0.0,0.0,0.15,0.0,0.0,0.0,2.0,0.32,0.0,,0,0,1
sour-tangie-cr,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.31,0.05,0.69,0.22,0.01,1.31,0.32,0.13,0.16,1.36,0.01,0.0,,52.9,,,0.27,0.08,,0.01,,,,0.95,0.16,,0,1,0
sour-tangie-distillate,,,,,,0.0,0.019,0.042,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.248,0.161,1.101,0.0,0.518,2.901,,0.469,0.415,0.0,0.0,,78.38,0.0,0.0,0.6,0.79,0.0,0.26,0.0,0.0,0.0,1.51,1.36,,0,0,1
sour-tangie-gf,,,,,,0.0,0.004,0.006999999999999999,0.0,0.001,0.0,0.0,0.013,0.0,0.001,0.049,0.123,0.249,0.0,0.274,0.637,,0.108,0.063,0.0,0.0,,3.1,0.0,10.18,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.03,0.05,,0,0,1
sour-tangie-live-resin-crystalline,,,,,,0.0,0.0,0.018000000000000002,0.0,0.002,0.0,0.0,0.033,0.003,0.06,0.035,0.055,0.016,0.0,0.115,0.102,,0.026,0.061,0.0,0.0,,1.27,0.0,98.29,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,,0,0,1
sour-tangie-ml,,,,,,0.0,0.001,0.012,0.0,0.002,0.0,0.0,0.021,0.0,0.0,0.094,0.12,0.061,0.0,0.238,0.426,,0.034,0.033,0.0,0.0,,0.83,0.0,11.5,0.0,0.0,0.02,0.0,0.0,0.0,0.18,0.03,0.02,,0,0,1
sour-tangie-v2-cr,,,0.0,0.0,,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.21,0.0,0.65,0.02,0.22,0.21,0.05,0.5,0.59,0.07,0.15,0.63,0.03,0.0,,53.1,,,0.11,0.12,,0.02,,,,1.08,0.18,,0,1,0
sour-tangie-x-greencrack,,,,,,0.0,0.006,0.054000000000000006,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.249,0.481,0.042,0.0,1.216,0.233,,0.067,0.315,0.0,0.0,,5.33,0.0,55.53,0.0,0.0,0.16,0.0,0.0,0.0,0.8,0.2,0.0,,0,0,1
sour-tangy,,,0.0,0.0,,0.0,0.003,0.0034999999999999996,0.0,0.001,0.0,0.0,0.0305,0.0,0.095,0.04,0.0725,0.113,0.0,0.20500000000000002,0.546,0.0,0.076,0.07,0.0,0.0,,10.26,0.0,16.84,0.07,0.055,0.04,0.08,0.0,0.0,0.27,1.05,0.09,10.0,0,1,1
sour-thc-aco,,,,,,,,0.0,,,,,0.0,,0.09,,0.0,0.0,,0.48,0.0,,0.0,2.16,,,2.12,20.425,,,,0.06,11.77,45.275000000000006,,,0.255,1.285,3.07,,2,0,0
sour-thc-essential-oil,,,,,,,,,,,,,2.073,0.142,23.153,,1.765,3.1060000000000003,,3.312,22.856,,3.894,7.372999999999998,,,,,,,,,,,,,,,,,1,0,0
sour-tip,,,,,,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.302,0.0,0.023,0.268,0.294,0.0,0.0,0.938,0.0,,0.0,0.106,0.0,0.0,,3.47,0.0,82.33,0.0,0.0,0.23,0.0,0.0,0.0,0.83,0.5,0.0,,0,0,1
sour-trainwreck,,,,,,0.0,0.013000000000000003,0.09800000000000002,0.0016666666666666668,0.001,0.030666666666666665,0.0,0.12066666666666666,0.043000000000000003,0.008333333333333333,0.125,0.272,0.34800000000000003,0.0,0.8903333333333334,0.5529999999999999,,0.22966666666666669,0.35566666666666663,0.0,0.0,,1.79,0.0,53.43333333333333,0.04,0.0,0.14666666666666667,0.0,0.0,0.0,2.1733333333333333,0.19333333333333336,0.006666666666666667,,0,0,3
sour-treat,,,,,,,,0.67,,,,,9.29,,0.0,,0.44,0.0,,0.22,0.0,,0.0,0.0,,,9.75,0.61,,,,,0.13,0.05,,,0.38,0.65,0.03,,1,0,0
sour-tsu,,,,,,0.0,0.048,0.013000000000000001,0.014,0.0,0.252,0.0,0.0522,0.062,0.1062,0.075,0.5016,0.589,0.0,0.4154,1.532,,0.1872,0.2636,0.0,0.0,1.3960000000000001,3.6125000000000003,0.0,13.45,0.2,0.0825,15.983333333333334,1.1616666666666666,0.02,0.16,0.315,0.3075,0.132,,5,0,1
sour-tsu-2,,,,,,,,0.0,,,,,0.0,,0.0,,0.26,0.0,,0.51,0.19,,0.0,0.0,,,0.53,0.07,,,,,11.82,0.48,,,0.26,,0.06,,1,0,0
sour-tsunami,,,,,,0.01,0.0,0.0573888888888889,0.0,0.0,0.0,0.0,0.3217837837837838,0.10133333333333333,0.14222972972972972,0.052000000000000005,0.3024054054054054,0.12116216216216218,0.01,0.30705405405405395,0.39524324324324334,,0.0067702702702702715,0.30762162162162154,0.009000000000000001,0.0,3.3813414634146337,0.375945945945946,0.0,0.47,0.0,0.14600000000000002,15.828095238095237,1.3719736842105263,0.0,0.08,0.32861111111111113,0.4555555555555555,0.12810810810810808,,84,0,1
sour-tsunami-1,,,,,,,,0.0,,,,,0.0,,0.15,,0.28,0.0,,0.14,0.18,,0.0,0.0,,,0.7,,,,,,10.44,0.31,,,0.18,,0.06,,1,0,0
sour-tsunami-2,,,,,,,,0.0,,,,,0.0,,0.17,,0.28,0.0,,0.15,0.19,,0.0,0.0,,,0.72,,,,,,13.4,0.52,,,0.19,,0.09,,1,0,0
sour-tsunami-3,,,,,,,,0.14125000000000001,,,,,0.50625,,0.15625,,0.43125,0.1825,,0.33749999999999997,0.25375,,0.0,0.18375,,,0.6677777777777778,0.15625,,,,0.08499999999999999,14.82222222222222,0.45125,,,0.31999999999999995,0.37,0.09250000000000001,,9,0,0
sour-tsunami-6741,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,52.7,4.17,,,,,17.35,1.06,,,,0.18,0.14,,1,0,0
sour-tsunami-7w,,,,,,,,0.0,,,,,0.0,,0.19,,0.19,0.0,,0.08,0.7,,0.0,0.0,,,0.96,0.47,,,,,16.03,0.44,,,0.22,,0.05,,1,0,0
sour-tsunami-a-11-a,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.76,0.0,,0.0,0.0,,,13.13,1.55,,,,,54.2,4.33,,,1.35,0.48,0.44,,1,0,0
sour-tsunami-cbd-medicinals,,,,,,,,0.0,,,,,0.0,,0.0,,1.02,0.0,,0.0,1.31,,0.0,0.0,,,1.38,0.14,,,,,16.88,0.48,,,0.37,,0.1,,1,0,0
sour-tsunami-co2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,6.23,,,,,16.07,38.46,,,,0.23,1.85,,1,0,0
sour-tsunami-dab,,,,,,,,0.0,,,,,0.0,,1.58,,0.65,0.0,,2.15,2.02,,0.0,0.0,,,7.1,1.89,,,,0.05,56.43,3.19,,,0.48,3.07,0.36,,1,0,0
sour-tsunami-decarb-2,,,,,,,,0.0,,,,,0.0,,0.82,,0.08,0.0,,2.96,0.0,,0.0,0.0,,,0.79,5.69,,,,0.04,24.59,36.72,,,0.22,2.46,1.36,,1,0,0
sour-tsunami-dewaxed,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3,,,,0.33,66.49,2.68,,,,,0.31,,1,0,0
sour-tsunami-flower,,,,,,,,0.0,,,,,0.0,,0.16,,0.26,0.0,,0.56,0.0,,0.0,0.0,,,10.37,0.5499999999999999,,,,0.08,7.463333333333334,0.5566666666666666,,,0.355,0.08,0.08499999999999999,,3,0,0
sour-tsunami-jh123,,,,,,,,0.0,,,,,0.0,,0.33,,0.55,0.0,,0.31,0.47,,0.0,0.0,,,0.68,0.11,,,,,13.97,0.34,,,0.3,,0.05,,1,0,0
sour-tsunami-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,28.09,,,,0.25,0.21,9.7,,,,1.22,1.41,,1,0,0
sour-tsunami-p1,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,0.17,,,,,,,,,0.2,0.15,,,1,0,0
sour-tsunami-p2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,0.01,,,,0.14,6.56,,,,0.21,0.13,,,1,0,0
sour-tsunami-rick-simpson-oil,,,,,,0.0,0.0,0.02,0.0,0.004,0.265,0.0,0.002,0.0,0.0,0.329,0.006999999999999999,0.0,0.0,0.012,0.0,,0.0,0.0,0.0,0.0,,1.9,0.0,0.0,0.0,0.44,0.23,49.86,0.21,0.0,0.0,0.74,2.11,,0,0,1
sour-tsunami-rosin,,,,,,,,0.0,,,,,0.0,,1.1,,1.4,0.0,,2.78,0.13,,0.0,0.0,,,82.95,4.18,,,,,0.32,0.42,,,2.71,,0.14,,1,0,0
sour-tsunami-shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,1.05,50.32,,,,0.13,0.05,,,1,0,0
sour-tsunami-telos-farms,,,,,,0.006,0.001,0.015,0.002,0.0,0.0,0.0,0.022,0.059,0.267,0.06,0.07400000000000001,0.073,0.006,0.174,0.443,,0.05,0.1,0.006,0.0,,0.06,0.0,0.49,0.0,0.0,13.95,0.4,0.0,0.09,0.25,0.03,0.05,,0,0,1
sour-tsunami-w8,,,,,,,,0.0,,,,,0.0,,0.18,,0.07,0.0,,0.03,0.67,,0.0,0.0,,,0.93,0.14,,,,,15.63,0.48,,,0.21,1.08,0.06,,1,0,0
sour-tsunami-w9,,,,,,,,0.0,,,,,0.0,,0.05,,0.13,0.0,,0.09,0.0,,0.0,0.0,,,0.78,0.11,,,,,13.03,0.44,,,0.3,0.65,0.05,,1,0,0
sour-tsunami-x-apogee-sour-rhino,,,,,,,,,,,,,,,,,,,,,,,,,,,18.48,1.51,,,,,0.08,0.14,,,,0.19,0.05,,1,0,0
sour-tsunami-x-harlequin,,,,,,,,0.09,,,,,1.84,,0.02,,0.12,0.79,,0.67,0.47,,0.0,0.13,,,0.31,0.05,,,,,9.27,0.37,,,0.21,,0.15,,1,0,0
sour-urkle,,,,,,,,0.0,,,,,0.0,,0.0,,0.63,2.51,,2.27,0.47,,0.0,0.0,,,82.68,2.58,,,,,0.17,0.39,,,0.33,,,,1,0,0
sour-walker,,,,,,,,0.0,,,,,0.0,,0.0,,2.21,2.77,,0.0,0.75,,0.0,0.0,,,18.41,1.46,,,,,0.04,0.12,,,0.14,,,,1,0,0
sour-widow,,,,,,,,0.0,,,,,0.0,,0.1,,0.29,0.0,,0.52,0.27,,0.0,0.0,,,4.92,0.62,,,,,12.9,0.67,,,0.45,,0.01,,1,0,0
sour-widow-11010,,,,,,0.0,0.005,0.006,0.002,0.003,0.084,0.001,0.044,0.001,0.002,0.069,0.067,0.036000000000000004,0.0,0.225,0.604,,0.054000000000000006,0.232,0.0,0.0,,0.4,0.0,17.3,0.0,0.0,0.08,0.0,0.0,0.0,0.27,0.07,0.0,,0,0,1
sour-wifey,,,,,,0.0,0.013,0.006,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.042,0.105,0.048,0.0,0.385,0.185,,0.091,0.425,0.0,0.0,,0.69,0.0,23.02,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.12,0.0,,0,0,1
sour-willie,,,,,,,,0.155,,,,,1.46,,0.0,,0.0,0.58,,0.41,0.375,,0.0,0.0,,,20.494999999999997,0.705,,,,0.24,0.115,0.09,,,0.935,,0.045000000000000005,,2,0,0
sour-wreck,,,,,,,,0.57,,,,,1.88,,0.0,,0.52,0.85,,0.24,0.5,,0.0,4.25,,,13.57,0.41,,,,,0.14,0.13,,,0.58,0.39,0.06,,1,0,0
sourband,,,,,,0.0,0.01375,0.0165,0.0,0.009250000000000001,0.002,0.0025,0.2535,0.0005,0.00475,0.0805,0.17875,0.050749999999999997,0.0,0.5097499999999999,0.8595,,0.1055,0.57875,0.0,0.0,,0.8549999999999999,0.0075,19.9625,0.0025,0.0,0.0575,0.0,0.0,0.0,0.585,0.1025,0.0125,,0,0,4
sourband-rosin,,,,,,0.0,0.002,0.066,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.009000000000000001,0.232,0.33,0.011,0.0,0.968,0.048,,0.0,0.07400000000000001,0.0,0.0,,48.3,0.0,32.44,0.22,0.51,0.15,0.07,0.0,0.0,0.17,0.36,0.39,,0,0,1
sourberry-2824,,,,,,,,,,,,,0.519,0.0,0.01,,2.483,0.172,,4.013,0.22,,0.289,0.987,,,68.3,2.31,,,,,0.3,0.06,,,,0.89,0.18,,1,0,0
sourpurple-og-mix,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.05,0.0,0.19,0.06,0.0,0.38,0.14,0.04,0.03,0.28,0.03,0.0,,4.32,0.01,89.92,0.01,0.01,1.04,0.01,,,1.25,0.49,0.32,,0,1,0
south-african-kwazulu,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,1.42,,,,0.06,,,,,,,,,1,0,0
south-county-kush,,,,,,,,0.25,,,,,0.7133333333333334,,0.0,,2.266666666666667,0.24333333333333332,,0.7166666666666667,0.20666666666666664,,0.0,0.0,,,16.923333333333332,0.7233333333333333,,,,,0.07666666666666666,0.07666666666666667,,,0.4033333333333333,0.62,0.05,,3,0,0
south-florida-og,,,,,,0.0,0.019,0.005,0.0,0.004,0.0,0.0,0.149,0.001,0.012,0.0,0.069,0.063,0.0,0.231,0.561,,0.122,0.5760000000000001,0.0,0.0,,1.66,0.0,23.6,0.0,0.0,0.02,0.0,0.0,,0.58,0.09,0.02,,0,0,1
south-fork-kush,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.12,0.236,0.03,0.0,0.7709999999999999,0.395,,0.066,0.494,0.0,0.0,,1.01,0.0,23.07,0.0,0.0,0.03,0.0,0.0,0.0,0.62,0.06,0.01,,0,0,1
south-fork-kush-56,,,,,,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.113,0.0,0.0,0.051,0.162,0.037000000000000005,0.0,0.5589999999999999,1.11,,0.084,0.62,0.0,0.0,,1.32,0.0,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.0,,0,0,1
south-park,,,,,,,,0.31,,,,,2.44,,0.01,,1.02,0.84,,0.75,0.0,,0.0,1.24,,,13.93,0.32,,,,0.03,0.17,0.14,,,0.13,,,,1,0,0
south-sound-gardens,,,,,,,,0.0,,,,,0.0,,0.0,,0.93,0.28,,0.0,0.0,,0.0,0.0,,,24.02,0.41,,,,,0.06,0.16,,,0.75,,0.02,,1,0,0
southern-lights,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.078,0.0,0.0,0.077,0.0,0.0,0.215,0.259,,0.003,0.001,0.0,0.0,,0.62,0.0,14.19,0.0,0.0,0.02,0.0,0.0,0.0,1.24,0.11,0.0,,0,0,1
soxhlet-grapefruit-oil,,,,,,,,0.0,,,,,0.0,,1.54,,0.0,1.08,,0.0,0.0,,0.0,7.01,,,58.45,14.37,,,,0.14,0.21,,,,0.6,,0.21,,1,0,0
sp,,,,,,,,0.0,,,,,0.0,,0.0,,3.31,0.0,,0.0,0.075,,0.0,0.0,,,81.88,4.665,,,,,0.225,0.26,,,1.4,,0.39,,2,0,0
sp-13-16-113,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.08,0.15,0.02,0.0,0.01,0.0,0.0,,14.9,,,0.32,0.16,,0.0,,,,1.48,0.17,,0,1,0
sp-2-11-sugar-pine-2-11,,,,,,0.0,0.019,0.014,0.001,0.0,0.0,0.002,0.11,0.006,0.006999999999999999,0.005,0.163,1.394,0.0,0.338,0.57,,0.5760000000000001,0.179,0.0,0.0,,,,,,,,,,,,,,,0,0,1
sp01,,,,,,,,0.0,,,,,0.0,,0.0,,0.77,0.0,,0.0,0.02,,0.0,0.0,,,22.89,0.74,,,,,0.06,0.18,,,0.45,,,,1,0,0
sp27,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,1.13,,,,0.03,0.11,0.11,,,,0.04,0.08,,1,0,0
sp33,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,1.75,,,,0.04,0.12,0.14,,,,0.08,0.07,,1,0,0
sp39,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18,1.56,,,,0.03,0.1,0.09,,,,0.07,0.06,,1,0,0
sp50,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03,0.69,,,,0.04,0.13,0.15,,,,0.08,0.07,,1,0,0
sp52,,,,,,,,,,,,,,,,,,,,,,,,,,,21.03,0.57,,,,0.05,0.13,0.13,,,,0.06,0.06,,1,0,0
sp56,,,,,,,,,,,,,0.0,0.0,0.0,,0.07200000000000001,0.087,,0.182,1.338,,0.045,0.023,,,20.98,0.56,,,,0.04,0.15,0.13,,,,0.07,0.06,,1,0,0
