strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
hogs-breath-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.3,,,,0.03,0.07,,,,,,,,1,0,0
hoh18,,,,,,0.0,0.008,0.033,0.011,0.0,0.01,0.0,0.161,0.0,0.008,0.002,0.384,0.019,0.0,0.907,0.02,,0.029,0.172,0.0,0.0,,1.42,0.0,20.09,0.0,0.0,0.08,0.0,0.01,0.0,1.91,0.12,0.0,,0,0,1
hoh28,,,,,,0.0,0.0,0.016,0.0,0.0,0.08900000000000001,0.0,0.028,0.0,0.006999999999999999,0.031,0.06,0.34,0.0,0.183,1.635,,0.155,0.133,0.006999999999999999,0.0,,0.1,0.0,0.52,0.0,0.0,15.8,0.62,0.0,0.04,0.2,0.06,0.12,,0,0,1
hollads-hope,,,,,,,,0.0,,,,,0.0,,0.0,,0.38,0.0,,0.2,0.17,,0.0,1.62,,,15.77,1.01,,,,,0.04,0.09,,,1.99,,0.02,,1,0,0
holland-haze,,,,,,,,,,,,,,,,,,,,,,,,,,,18.35,0.17,,,,0.08,0.03,,,,,,,,1,0,0
holland-hemp-co-oil,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.23,0.0,,0.0,2.4,,,0.18,0.35,,,,0.04,10.15,6.79,,,0.23,0.56,0.67,,1,0,0
hollands-hope,,,,,,,,0.37,,,,,3.13,,0.0,,0.53,0.0,,0.44,0.0,,0.0,0.0,,,12.8,0.22,0.07,,,,0.17,0.16,,,0.36,0.455,,,2,0,0
holly-daze,,,,,,,,0.0,,,,,0.0,,0.0,,0.1,0.57,,0.1,0.0,,0.0,0.0,,,15.19,6.0,,,,0.03,0.05,0.06,,,0.2,,0.06,,1,0,0
hollyweed,,,,,,0.0,0.009000000000000001,0.014,0.0,0.0,0.003,0.0,0.233,0.0,0.009000000000000001,0.09,0.221,0.038,0.0,0.722,0.875,,0.07200000000000001,0.476,0.0,0.0,,0.91,0.01,25.48,0.03,0.0,0.07,0.0,0.0,0.0,0.87,0.13,0.01,,0,0,1
hollyweed-haze,,,,,,,,0.0,,,,,0.0,,0.0,,0.2,0.0,,0.11,0.26,,0.0,0.0,,,13.28,0.99,,,,,0.03,0.12,,,0.74,,0.02,,1,0,0
hollyweed-sg-hyb,,,,,,0.0,0.008,0.006,0.0,0.0,0.0,0.0,0.111,0.0,0.003,0.0,0.085,0.031,0.0,0.287,0.785,,0.061,0.335,0.0,0.0,,1.09,0.0,24.21,0.0,0.0,0.08,0.0,0.0,0.0,1.05,0.11,0.01,,0,0,1
hollywood-kush,,,,,,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.172,0.484,0.011,0.0,1.608,0.214,,0.047,0.438,0.0,0.0,11.96,1.24,0.0,21.64,0.0,0.025,0.06,0.0,0.0,0.0,0.35500000000000004,0.030000000000000002,0.05,,1,0,1
hollywood-og,,,,,,,,0.54,,,,,3.12,,0.0,,0.93,0.0,,0.9,0.34,,0.0,0.0,,,14.83,1.64,,,,,0.15,0.1,,,0.32,,0.09,,1,0,0
hollywood-rso,,,,,,,,0.0,,,,,0.0,,0.0,,1.39,0.0,,1.79,0.0,,0.0,0.0,,,2.98,61.94,,,,0.35,0.04,0.38,,,1.3,0.79,1.31,,1,0,0
holy-banana,,,,,,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.015,0.043,0.0,0.011,0.051,0.097,0.0,0.195,0.162,,0.081,0.326,0.0,0.0,,0.67,0.02,23.06,0.01,0.02,0.07,0.0,0.0,0.0,0.3,0.08,0.0,,0,0,1
holy-banana-lr,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06,0.04,0.23,0.34,0.0,0.44,1.1,0.0,0.0,1.1,0.0,0.0,,65.7,,,0.38,0.33,,0.45,,,,4.7,0.76,,0,1,0
holy-crunch-molecular-farms,,,,,,0.0,0.006,0.027000000000000003,0.0,0.003,0.0,0.0,0.175,0.009000000000000001,0.029,0.04,0.193,0.025,0.0,0.388,0.096,,0.04,0.243,0.0,0.0,,0.57,0.0,9.55,0.0,0.0,10.67,0.17,0.0,0.02,1.01,0.07,0.03,,0,0,1
holy-crunch-phytologie,,,,,,0.001,0.003,0.023,0.0,0.002,0.0,0.0,0.154,0.009000000000000001,0.046,0.034,0.16399999999999998,0.015,0.0,0.329,0.069,,0.023,0.1,0.0,0.0,,0.64,0.0,9.7,0.0,0.0,10.9,0.2,0.0,0.02,0.81,0.05,0.03,,0,0,1
holy-glue,,,,,,0.116,0.154,0.236,0.028,0.032,0.016,0.014,5.037,0.022,0.292,0.8079999999999999,1.504,0.424,0.0,4.652,8.36,,0.6920000000000001,4.227,0.021,0.037000000000000005,,,,,,,,,,,,,,,0,0,1
holy-grail,,,,,,0.0,0.007666666666666666,0.31779999999999997,0.0,0.0,0.0,0.0,0.6765263157894736,0.0027142857142857142,0.023578947368421053,0.10133333333333333,0.601421052631579,0.3831052631578947,0.0,0.4666842105263158,0.487421052631579,,0.032105263157894734,0.09478947368421053,0.0,0.0,22.85705882352941,1.618421052631579,0.01,33.64333333333334,0.006666666666666667,0.03833333333333333,0.5921052631578947,0.11000000000000001,0.0,0.0,0.5866666666666667,0.23200000000000004,0.05500000000000001,,17,0,3
holy-grail-budder-lrb,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.0,0.13,0.1,0.0,0.16,0.24,0.02,0.05,0.78,0.0,0.0,,69.7,,,0.42,0.25,,0.44,,,,3.39,0.64,,0,1,0
holy-grail-c,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.04,0.0,0.11,0.08,0.0,0.23,0.1,0.0,0.13,0.6,0.0,0.0,,0.62,0.01,27.06,0.01,0.01,0.3,0.01,,,1.1,0.01,0.01,11.71,0,1,0
holy-grail-future,,,,,,0.0,0.006999999999999999,0.003,0.0,0.0,0.0,0.0,0.053,0.0,0.002,0.0,0.09,0.027000000000000003,0.0,0.312,0.599,,0.051,0.34,0.0,0.0,,0.43,0.0,23.01,0.0,0.0,0.08,0.0,0.0,0.0,1.33,0.04,0.0,,0,0,1
holy-grail-kush,,,0.0,0.17,,0.0,0.0,0.3909090909090909,0.01,0.0,0.0,0.0,1.6018181818181818,0.0,0.02,0.19,1.1545454545454545,0.5418181818181819,0.0,0.6518181818181817,0.2772727272727273,0.0,0.011818181818181818,0.024545454545454547,0.0,0.0,19.14454545454545,2.4999999999999996,,,0.14,0.10750000000000001,0.133,0.1336363636363636,,,0.575,0.6849999999999999,0.10272727272727274,10.0,11,1,0
holy-grail-kush-q,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18,0.2,,,,0.08,0.05,0.06,,,,0.15,,,1,0,0
holy-grail-lr,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.15,0.2,0.0,0.2,0.46,0.04,0.11,1.28,0.0,0.0,,66.0,,,0.39,0.25,,0.44,,,,3.32,0.67,,0,1,0
holy-grail-og,,,,,,0.0,0.013000000000000001,0.09175,0.0,0.0,0.0,0.0,2.0062499999999996,0.013500000000000002,0.0017499999999999998,0.018000000000000002,0.31025,0.36525,0.0,0.2165,0.616,,0.04825,0.27175000000000005,0.0,0.0,14.879999999999999,1.6425,0.0,25.415,0.0,0.0,0.07750000000000001,0.08499999999999999,0.0,0.0,0.68,0.095,0.03,,2,0,2
holy-grail-pinnacle-humboldt,,,,,,0.0,0.006999999999999999,0.025,0.0,0.003,0.0,0.0,0.121,0.014,0.004,0.08800000000000001,0.188,0.03,0.0,0.5479999999999999,0.336,,0.055,0.294,0.0,0.0,,1.38,0.0,20.39,0.0,0.0,0.03,0.0,0.0,0.0,0.92,0.11,0.03,,0,0,1
holy-grail-rosin,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.03,0.44,0.0,0.14,0.43,0.02,0.08,0.11,0.0,0.0,65.4,10.4,,,0.0,0.0,0.33,0.0,,,1.42,0.34,0.21,,0,1,0
holy-headband,,,,,,0.0,0.011,0.006,0.0,0.009000000000000001,0.003,0.0,0.102,0.0,0.0,0.093,0.126,0.046,0.0,0.297,0.737,,0.08800000000000001,0.499,0.0,0.0,,0.47,0.04,23.14,0.01,0.0,0.1,0.0,0.0,0.0,0.77,0.05,0.04,,0,0,1
holy-headband-h2o,,,,,,0.0,0.029,0.039,0.0,0.0,0.0,0.0,0.253,0.0,0.018000000000000002,0.301,0.337,0.093,0.0,1.04,0.234,,0.16899999999999998,0.462,0.0,0.0,,1.38,0.0,63.12,0.0,0.0,0.15,0.0,0.0,0.0,1.94,0.22,0.0,,0,0,1
holy-headband-rosin,,,,,,0.0,0.027000000000000003,0.0605,0.0095,0.016,0.0045000000000000005,0.0,0.3335,0.0,0.027,0.3965,0.4465,0.0935,0.0,1.35,0.29000000000000004,,0.1825,0.5625,0.0,0.0,,2.4899999999999998,0.0,77.96000000000001,0.0,0.0,0.255,0.0,0.0,0.0,2.54,0.32499999999999996,0.04,,0,0,2
holy-nana-crack-batter-surprize-surprize,,,,,,0.0,0.027000000000000003,0.035,0.0,0.009000000000000001,0.04,0.0,0.139,0.058,0.022,0.07200000000000001,0.289,0.161,0.0,0.7490000000000001,0.278,,0.249,1.717,0.0,0.0,,0.77,0.0,76.05,0.0,0.0,0.1,0.0,0.0,0.0,2.59,0.23,0.0,,0,0,1
holy-ole,,,,,,,,0.0,,,,,0.0,,0.0,,0.05,0.0,,0.515,0.25,,0.0,0.0,,,24.314999999999998,0.53,,,,,0.065,0.205,,,1.755,,0.07,,2,0,0
holy-oly,,,,,,,,0.0,,,,,0.0,,0.66,,0.29,0.0,,1.04,0.09,,0.0,0.0,,,26.28,0.64,,,,,0.1,0.18,,,2.23,,0.03,,1,0,0
holy-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,0.24,,,,0.06,,,,,,0.07,,,1,0,0
holy-smoke,,,,,,,,0.42,,,,,1.61,,0.0,,1.02,0.79,,0.81,0.15,,0.0,0.0,,,9.66,0.9,,,,,0.15,0.12,,,0.9,,0.08,,1,0,0
holy-trucker,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76,0.37,,,,0.16,,,,,0.33,0.03,,,1,0,0
holywater-og-3,,,,,,,,0.0,,,,,0.0,,0.11,,0.29,0.06,,0.54,0.0,,0.0,0.0,,,23.74,0.52,,,,,0.06,0.07,,,1.4,,,,1,0,0
homage-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36,6.05,,,,0.23,,,,,,,,,1,0,0
home,,,,,,,,0.83,,,,,1.85,,0.0,,0.0,0.47,,0.61,0.74,,0.0,0.0,,,12.94,0.76,,,,,0.19,0.07,,,0.52,,0.09,,1,0,0
homegrown-alien-og-cartridge,,,,,,,,1.6,,,,,0.0,,2.35,,3.5,0.06,,0.0,1.08,,0.0,0.0,,,17.25,5.99,,,,,0.13,,,,0.72,,0.36,,1,0,0
homegrown-indica,,,,,,,,0.0,,,,,0.0,,0.0,,0.05,0.11,,0.0,0.0,,0.0,0.0,,,7.04,1.42,,,,0.04,0.04,0.03,,,0.16,,0.09,,1,0,0
honey-b,,,,,,,,,,,,,,,,,,,,,,,,,,,12.86,4.73,,,,0.12,0.21,0.28,,,,0.28,0.12,,1,0,0
honey-badger-id-hyb,,,,,,0.058,0.006,0.003,0.006999999999999999,0.002,0.098,0.01,0.08,0.017,1.345,0.076,0.037000000000000005,0.1,0.038,0.124,1.345,,0.179,0.289,0.02,0.002,,0.96,0.0,22.12,0.0,0.0,0.05,0.0,0.0,0.0,0.63,0.06,0.0,,0,0,1
honey-badger-purple-frost-genetics,,,,,,0.039,0.0,0.006999999999999999,0.0,0.0,0.054000000000000006,0.0,0.07400000000000001,0.0,0.5720000000000001,0.0,0.022,0.08,0.021,0.062,0.55,,0.127,0.142,0.014,0.0,,0.73,0.0,18.31,0.01,0.0,0.05,0.0,0.0,0.0,0.65,0.06,0.0,,0,0,1
honey-banana,,,,,,0.0,0.024,0.009000000000000001,0.0,0.001,0.0,0.0,0.062,0.081,0.01,0.055,0.124,0.174,0.0,0.439,0.403,,0.181,0.953,0.0,0.0,,0.74,0.0,19.2,0.0,0.0,0.07,0.04,0.0,0.0,0.09,0.16,0.0,,0,0,1
honey-bananas,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.15,0.06,0.0,0.45,0.42,0.0,0.0,0.25,0.0,0.0,74.1,3.3,,,0.0,0.0,0.48,0.0,,,4.86,0.99,0.0,,0,1,0
honey-bananas-2-7791,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15,0.61,,,,,0.05,0.06,,,,0.27,0.04,,1,0,0
honey-bee,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,2.75,,,,0.11,,,,,0.26,0.08,,,1,0,0
honey-boo-boo,,,,,,,,,,,,,0.206,0.02,0.0,,0.116,0.196,,0.304,0.05,,0.18,0.604,,,16.64,0.63,,,,,0.06,0.06,,,,0.32,0.07,,1,0,0
honey-buns,,,,,,,,0.0,,,,,0.0,,0.0,,0.36,0.21,,0.3,0.16,,0.0,0.0,,,17.82,0.54,,,,,0.06,,,,0.24,,,,1,0,0
honey-cash,,,,,,,,0.0,,,,,0.0,,0.14,,0.29,0.26,,0.03,0.09,,0.0,1.69,,,2.12,0.49,,,,,3.7,0.25,,,0.11,,0.05,,1,0,0
honey-doobie,,,,,,,,0.25,,,,,2.07,,0.0,,0.11,0.7,,0.24,0.0,,0.0,0.53,,,5.08,4.54,,,,0.46,0.14,0.06,,,0.24,0.2,0.47,,1,0,0
honey-dosi-sheperds-meadow-farms,,,,,,0.0,0.013,0.021,0.0,0.0,0.0,0.0,0.055,0.001,0.01,0.118,0.197,0.048,0.0,0.685,0.102,,0.087,0.588,0.0,0.0,,0.54,0.0,26.14,0.0,0.0,0.04,0.0,0.0,0.0,0.43,0.12,0.0,,0,0,1
honey-in-the-pot-farm-vision-builders-lemon-sugar-kush,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.028,0.402,0.0,0.08900000000000001,1.827,,0.202,0.27,0.0,0.0,,2.66,0.0,22.2,0.0,0.0,0.03,0.0,0.0,0.0,1.18,0.11,0.04,,0,0,1
honey-oil,,,,,,0.0,0.0,1.0756666666666668,0.005,0.009000000000000001,3.577,0.006999999999999999,0.06966666666666667,0.0,0.004333333333333333,4.145,0.6509999999999999,0.0,0.0,1.5996666666666666,0.3066666666666667,,0.0,0.0,0.0,0.0,17.476666666666667,29.7825,1.345,0.0,0.0,0.255,0.33,27.08666666666667,0.38,0.0,0.8466666666666667,1.315,0.9900000000000001,,3,0,1
honey-sticks-royal-cush,,,,,,,,,,,,,,,,,,,,,,,,,,,23.32,5.89,,,,0.78,,,,,0.69,0.14,0.14,,1,0,0
honey-suckle,,,,,,,,0.0,,,,,1.56,,0.0,,1.68,0.6,,1.27,0.44,,0.0,0.0,,,12.845,1.01,,,,,0.15,,,,0.24,,0.11,,2,0,0
honey-suckle-lotus-tits,,,,,,0.0,0.035,0.031,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.191,0.4,0.135,0.0,1.026,0.096,,0.25,0.608,0.0,0.0,,1.13,0.0,77.66,0.0,0.0,0.32,0.0,0.0,0.0,6.3,0.31,0.0,,0,0,1
honey-suckle-redd,,,,,,,,0.0,,,,,0.0,,0.0,,1.41,0.0,,0.0,0.0,,0.0,0.0,,,23.43,2.1,,,,0.11,0.12,,,,2.3,,0.04,,1,0,0
honey-vapor-oil-hybrid-chem-4,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.31,0.28,,0.0,0.0,,,32.3,4.65,,,,,0.06,0.22,,,0.57,,0.19,,1,0,0
honey-vapor-oil-indica-bubba-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.35,0.28,,0.0,0.0,,,34.42,4.16,,,,,0.08,0.2,,,0.76,,0.19,,1,0,0
honey-vapor-oil-sativa-durban-poison,,,,,,,,0.0,,,,,0.0,,0.0,,0.33,1.14,,1.17,0.31,,0.0,0.0,,,33.29,3.72,,,,,0.07,0.14,,,0.74,,0.14,,1,0,0
honeycone-mix-high,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,50.59,,,,0.49,,0.45,,,,1.1,0.85,,1,0,0
honeydew-3x-crazy,,,,,,0.0,0.003,0.005,0.0,0.004,0.0,0.0,0.096,0.0,0.0,0.019,0.168,0.014,0.0,0.463,0.848,,0.031,0.166,0.0,0.0,,1.79,0.0,13.54,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.04,0.03,,0,0,1
honeydew-alen-wrench,,,,,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.076,0.163,0.0,0.177,1.02,,0.079,0.043,0.0,0.0,,2.32,0.01,13.38,0.0,0.0,0.05,0.0,0.0,0.0,0.16,0.05,0.06,,0,0,1
honeydew-chernobyl,,,,,,0.031,0.0,0.01,0.002,0.0,0.083,0.009000000000000001,0.02,0.008,0.8240000000000001,0.058,0.091,0.052000000000000005,0.019,0.341,0.487,,0.086,0.177,0.012,0.004,,4.86,0.0,12.42,0.24,0.0,0.05,0.0,0.0,0.0,0.19,0.07,0.1,,0,0,1
honeydew-sfv-og,,,,,,0.0,0.008,0.013,0.0,0.0,0.0,0.0,0.087,0.0,0.008,0.07200000000000001,0.156,0.031,0.0,0.513,0.519,,0.057,0.361,0.0,0.0,,2.78,0.01,18.11,0.0,0.0,0.06,0.0,0.0,0.0,1.03,0.13,0.05,,0,0,1
honeydew-star-dawg,,,,,,0.0,0.003,0.017,0.0,0.0,0.0,0.0,0.076,0.0,0.002,0.113,0.28,0.017,0.0,0.696,0.183,,0.031,0.246,0.0,0.0,,6.06,0.0,10.52,0.0,0.0,0.04,0.0,0.0,0.0,0.28,0.08,0.08,,0,0,1
honeydew-the-white,,,,,,0.02,0.003,0.011,0.0,0.0,0.07200000000000001,0.004,0.018000000000000002,0.004,0.447,0.057,0.093,0.048,0.012,0.345,0.393,,0.077,0.217,0.006999999999999999,0.0,,3.93,0.01,12.63,0.2,0.0,0.05,0.0,0.0,0.0,0.32,0.06,0.07,,0,0,1
honeydew-valley-farms-delicious-mangoerine,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.157,0.022,0.0,0.476,0.083,,0.041,0.273,0.0,0.0,,1.48,0.0,23.46,0.0,0.0,,0.0,0.0,0.0,0.78,0.08,0.0,,0,0,1
honeyhighve-extracts-berry-white,,,,,,0.0,0.006999999999999999,0.18,0.012,0.002,0.0,0.0,0.078,0.004,0.003,0.205,0.471,0.203,0.0,1.358,0.084,,0.134,0.04,0.0,0.0,,4.99,0.0,75.82,0.0,0.0,0.21,0.0,0.0,0.0,1.81,0.23,0.16,,0,0,1
honeyhighve-extracts-grandaddy-cheese,,,,,,0.0,0.006999999999999999,0.129,0.038,0.0,0.459,0.0,0.424,0.012,0.006999999999999999,0.17800000000000002,0.365,0.087,0.0,1.19,0.431,,0.08199999999999999,0.302,0.0,0.0,,3.46,0.0,76.73,0.0,0.0,0.22,0.0,0.0,0.0,2.1,0.43,0.19,,0,0,1
honeysuckel,,,,,,,,0.0,,,,,0.0,,0.0,,0.43,0.06,,0.56,0.27,,0.0,0.0,,,16.82,0.31,,,,,0.04,0.11,,,0.15,,,,1,0,0
honeysuckle,,,,,,,,0.29,,,,,0.0,,0.0,,0.17,0.0,,0.17,0.42,,0.0,0.0,,,17.07,0.58,,,,,0.06,0.11,,,0.26,,0.04,,1,0,0
hooty,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,1.33,,,,0.08,0.06,,,,,,,,1,0,0
hope-4352,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.67,37.73,,,,0.29,3.8,31.12,,,0.82,2.86,1.94,,1,0,0
hope-kush-cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,0.73,,,,0.2,5.32,0.73,,,,,,,1,0,0
hoppers-haze,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.18,,0.0,0.58,,0.0,0.0,,,19.16,0.45,,,,0.02,0.09,,,,0.48,,,,1,0,0
horizon-0502,,,,,,,,,,,,,,0.0,0.0,,12.53,0.07,,3.41,33.61,,0.46,0.19,,,,,,,,,,,,,,,,,1,0,0
hot-fuzz,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,0.41,,,,0.08,0.1,,,,,0.25,,,1,0,0
hot-rod-2-lrb,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.04,0.0,0.15,0.23,0.0,0.0,0.35,0.0,0.0,,1.44,0.01,83.64,0.01,0.01,0.51,0.01,,,4.92,0.65,0.01,,0,1,0
hot-rod-4-lrb,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.04,0.18,0.06,0.0,0.39,0.04,0.01,0.0,0.2,0.0,0.0,,1.16,0.01,88.87,0.01,0.01,0.01,0.01,,,4.23,0.68,0.09,,0,1,0
hot-rod-5-lr,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.03,0.0,0.12,0.0,0.19,0.86,0.11,0.02,0.75,0.0,0.0,80.9,1.6,,,0.0,0.0,0.19,0.0,,,3.75,0.57,0.0,,0,1,0
houdini,,,,,,,,0.0,,,,,0.0,,0.0,,0.09,0.49,,0.29,0.43,,0.0,0.0,,,19.57,0.54,,,,,0.06,0.12,,,0.55,,0.02,,1,0,0
house,,,0.0,0.0,,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.06,0.17,1.29,0.16,0.0,1.96,0.26,0.02,0.1,0.4,0.0,0.0,,37.0,,8.0,0.49,1.4,0.56,1.59,,,,1.45,1.26,,0,1,0
house-and-garden-cherry-pie,,,,,,,,0.0,,,,,0.0,,0.0,,0.99,0.46,,0.52,0.2,,0.0,0.0,,,14.3,2.43,,,,,0.03,0.07,,,0.26,,0.05,,1,0,0
house-blend-bubble-hash,,,,,,,,2.3,,,,,4.88,,0.27,,0.0,0.0,,0.87,0.91,,0.0,0.0,,,35.53,6.66,,,,0.09,0.09,,,,0.46,0.63,0.48,,1,0,0
house-mix,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.4,,0.0,0.25,,0.0,0.0,,,40.49,26.47,,,,0.68,0.68,0.51,,,1.15,0.29,0.31,,1,0,0
house-mix-carboxylated-hash-a,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,45.12,,,,,,,,,,,0.04,,1,0,0
house-mix-carboxylated-hash-b,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.64,,,,,,1.66,,,,,0.06,,1,0,0
houseblend-shatter,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.06,0.06,0.08,0.15,0.0,0.4,0.88,0.0,0.08,0.64,0.0,0.0,,57.8,,,0.31,0.41,,1.28,,,,2.28,0.53,,0,1,0
hp,,,,,,,,0.0,,,,,0.0,,2.18,,2.29,1.61,,0.0,1.73,,0.0,0.0,,,21.58,2.61,,,,,0.09,,,,1.8,,,,1,0,0
hp-cannatonic,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.09,0.03,0.18,0.0,0.1,1.56,0.0,0.05,0.12,0.0,0.01,,0.4,,,0.0,0.01,,17.4,,,,0.33,0.37,11.0,0,1,0
hp-grandaddy-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,0.65,,,,0.1,,,,,0.05,0.02,,,1,0,0
hp-tonic,,,0.0,0.0,,0.0,0.0033333333333333335,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.06666666666666667,0.013333333333333334,0.25333333333333335,0.0,0.07333333333333333,0.8300000000000001,0.0,0.08,0.05333333333333334,0.0,0.0,,0.5333333333333333,,,0.0,0.04666666666666667,,11.01,,,,0.6,0.4666666666666666,12.333333333333334,0,3,0
hpk-bho,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.35,0.0,,0.0,0.0,,,71.59,10.21,,,,0.91,0.15,0.28,,,1.28,,0.27,,1,0,0
hprc-3x-crazy-110316-rm1,,,,,,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.047,0.0,0.0,0.0,0.085,0.002,0.0,0.252,0.41,,0.011,0.067,0.0,0.0,,0.44,0.0,15.7,0.01,0.0,0.04,0.0,0.0,0.0,0.3,0.05,0.0,,0,0,1
hps,,,,,,,,0.0,,,,,0.0,,0.0,,0.59,0.9,,0.08,0.02,,0.0,0.0,,,22.78,0.36,,,,,0.05,0.14,,,0.41,,0.02,,1,0,0
hq-2,,,,,,,,0.0,,,,,2.32,,0.0,,0.38,1.01,,0.44,0.86,,0.0,0.0,,,3.14,0.24,,,,,7.65,0.25,,,0.82,,0.09,,1,0,0
hq-harlequin,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.16,0.0,,0.0,0.0,,,1.61,56.65,,,,0.32,4.67,15.52,,,0.78,1.85,3.34,,1,0,0
hq1motts,,,,,,,,0.0,,,,,0.0,,0.0,,1.13,0.0,,0.0,0.42,,0.0,0.0,,,16.14,0.72,,,,,0.04,0.08,,,0.29,,,,1,0,0
hq2,,,,,,,,0.0,,,,,0.915,,0.0,,0.555,0.445,,0.17,0.9850000000000001,,0.0,0.0,,,3.935,0.3,,,,0.02,7.0649999999999995,0.23,,,0.35,,0.08,,2,0,0
hrk-6469,,,,,,,,,,,,,0.472,0.0,0.011,,0.35,0.104,,0.7559999999999999,1.069,,0.189,1.41,,,20.13,0.59,,,,,0.04,,,,,,,,1,0,0
hs,,,,,,,,0.0,,,,,1.46,,0.0,,0.0,0.0,,0.0,0.17,,0.0,0.2,,,0.12,,,,,,5.13,0.13,,,0.12,,0.07,,1,0,0
hs-extreme-og,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.03,0.25,0.16,0.0,0.46,0.19,0.02,0.04,0.61,0.0,0.0,,65.1,,,1.47,0.46,,0.42,,,,1.93,0.62,,0,1,0
hs-sweetheart,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.21,0.05,0.0,0.6,0.1,0.0,0.07,0.22,0.0,0.0,,0.6,0.01,24.14,0.01,0.01,0.35,0.01,,,0.79,0.1,0.02,9.44,0,1,0
hso-cbd,,,,,,,,5.09,,,,,0.0,,0.36,,0.28,0.3,,0.0,0.0,,0.0,0.0,,,32.1,20.29,,,,0.1,5.79,1.5,,,2.29,0.43,0.37,,1,0,0
hso-unknown-kush,,,,,,,,,,,,,0.563,0.081,0.227,,0.94,1.022,,2.028,0.628,,0.496,0.696,,,65.03,5.31,,,,,,0.08,,,,0.24,,,1,0,0
