strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
dama-oil-14031501,,,,,,,,0.0,,,,,0.0,,0.0,,1.85,0.0,,1.84,0.0,,0.0,0.0,,,,81.25,,,,0.33,,0.31,,,,5.29,3.13,,1,0,0
dama-oil-14031701,,,,,,,,0.0,,,,,0.0,,0.0,,2.42,0.0,,1.96,0.68,,0.0,0.0,,,0.11,77.58,,,,0.23,,0.29,,,,3.21,3.19,,1,0,0
dama-oil-14031702,,,,,,,,0.0,,,,,0.0,,0.0,,10.78,0.0,,2.68,0.51,,0.0,0.0,,,0.08,72.41,,,,0.17,,0.21,,,,1.8,2.41,,1,0,0
dama-oil-14031801,,,,,,,,0.0,,,,,0.0,,0.0,,3.75,0.0,,4.51,0.34,,0.0,0.0,,,0.09,77.97,,,,0.23,,0.22,,,,3.49,7.75,,1,0,0
dama-oil-14031901,,,,,,,,0.5,,,,,0.0,,0.0,,2.64,2.47,,2.68,0.0,,0.0,0.67,,,,76.91,,,,0.35,,1.37,,,,2.66,3.25,,1,0,0
dama-oil-14031902,,,,,,,,0.0,,,,,3.15,,0.0,,2.095,0.0,,3.46,0.705,,0.0,3.145,,,1.72,22.645,,,,0.16,10.39,31.58,,,0.375,2.13,3.955,,2,0,0
dama-oil-14032001,,,,,,,,0.0,,,,,0.0,,0.0,,1.36,4.21,,3.05,0.0,,0.0,0.0,,,,79.13,,,,0.32,,0.22,,,,2.14,3.35,,1,0,0
dama-oil-14032101,,,,,,,,0.0,,,,,0.0,,0.0,,1.25,2.56,,0.94,0.0,,0.0,0.45,,,,40.72,,,,1.36,,0.59,,,,2.12,1.49,,1,0,0
dama-oil-14032201,,,,,,,,0.28,,,,,0.0,,0.0,,4.11,3.39,,1.03,0.0,,0.0,0.0,,,0.27,77.04,,,,0.32,0.46,0.25,,,0.17,5.3,5.55,,1,0,0
dama-oil-14032301,,,,,,,,0.48,,,,,0.0,,0.0,,1.18,0.0,,1.73,0.51,,0.0,0.0,,,0.12,78.56,,,,0.19,,0.25,,,,2.54,3.06,,1,0,0
dama-oil-14032401,,,,,,,,0.42,,,,,0.0,,0.0,,3.07,2.79,,2.44,0.0,,0.0,1.01,,,,71.8,,,,0.69,,0.27,,,0.14,2.49,3.06,,1,0,0
dama-oil-14032801,,,,,,,,0.0,,,,,0.0,,0.0,,1.01,0.0,,1.78,0.0,,0.0,0.0,,,,76.94,,,,0.28,,0.25,,,0.12,3.41,2.82,,1,0,0
dama-oil-14033001,,,,,,,,0.0,,,,,0.0,,0.0,,8.25,2.47,,2.61,0.0,,0.0,0.0,,,,73.83,,,,0.37,0.44,0.18,,,,2.41,2.36,,1,0,0
dama-oil-14033101,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.38,0.0,,0.0,0.0,,,0.28,4.06,,,,,,68.67,,,0.13,2.24,8.21,,1,0,0
dama-oil-14033102,,,,,,,,0.0,,,,,0.0,,0.0,,0.69,0.0,,1.45,0.0,,0.0,0.0,,,0.21,5.31,,,,,0.38,73.48,,,,2.22,9.54,,1,0,0
dama-oil-14040101,,,,,,,,0.37,,,,,0.0,,0.0,,0.5,0.0,,1.68,0.0,,0.0,0.0,,,,3.42,,,,0.1,,70.7,,,0.21,4.08,8.3,,1,0,0
dama-oil-14040102,,,,,,,,0.0,,,,,0.0,,0.0,,0.47,0.0,,1.79,0.0,,0.0,0.0,,,,3.07,,,,,,68.7,,,0.2,5.15,7.73,,1,0,0
dama-oil-14041401,,,,,,,,0.0,,,,,0.0,,0.0,,3.79,0.0,,2.7,0.69,,0.0,0.0,,,0.13,73.27,,,,0.19,,2.15,,,,1.03,2.44,,1,0,0
dama-oil-14050101,,,,,,,,0.23,,,,,0.0,,0.0,,0.22,0.0,,1.45,0.0,,0.0,0.37,,,,3.49,,,,0.04,0.48,65.02,,,0.24,2.01,5.34,,1,0,0
dama-oil-14050201,,,,,,,,0.46,,,,,0.0,,0.0,,0.23,2.11,,1.97,0.0,,0.0,0.0,,,,2.95,,,,,0.5,66.19,,,0.28,2.33,7.28,,1,0,0
dama-oil-14050301,,,,,,,,0.0,,,,,0.0,,0.0,,1.11,2.63,,1.58,2.82,,0.0,0.68,,,,20.18,,,,1.29,,44.69,,,0.21,,5.97,,1,0,0
dama-oil-14050302,,,,,,,,0.21,,,,,0.0,,0.0,,0.09,0.0,,0.72,0.0,,0.0,0.0,,,,3.44,,,,,0.5,67.22,,,0.27,2.11,7.25,,1,0,0
dama-oil-14050401,,,,,,,,0.0,,,,,6.62,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.23,3.13,,,,,,70.75,,,0.14,1.75,6.34,,1,0,0
dama-oil-14050601,,,,,,,,0.0,,,,,0.0,,0.0,,0.59,0.0,,0.46,0.0,,0.0,0.0,,,0.19,3.14,,,,,,71.4,,,0.17,1.8,7.36,,1,0,0
dama-oil-14050602,,,,,,,,0.32,,,,,0.0,,0.0,,0.43,2.15,,1.49,0.0,,0.0,0.33,,,,69.44,,,,0.39,,3.73,,,,5.96,3.12,,1,0,0
dama-oil-14051201,,,,,,,,0.0,,,,,0.0,,0.0,,1.3,0.0,,1.43,0.0,,0.0,0.0,,,,73.42,,,,0.51,,0.55,,,,5.01,2.98,,1,0,0
dama-oil-14051301,,,,,,,,0.0,,,,,0.0,,0.0,,5.61,0.0,,2.06,0.0,,0.0,0.0,,,,77.26,,,,0.31,,0.72,,,,3.37,2.05,,1,0,0
dama-oil-14051401,,,,,,,,0.23,,,,,0.0,,0.0,,2.78,2.28,,2.36,0.0,,0.0,0.0,,,,72.1,,,,0.44,,0.37,,,,3.42,6.39,,1,0,0
dama-oil-14051402,,,,,,,,0.62,,,,,0.0,,0.0,,2.55,2.09,,1.82,0.0,,0.0,0.0,,,,78.0,,,,0.51,,0.23,,,,2.82,3.84,,1,0,0
dama-oil-14051501,,,,,,,,1.32,,,,,0.0,,0.0,,2.4,0.0,,3.1,0.0,,0.0,0.0,,,,77.57,,,,0.38,,0.26,,,,2.34,3.45,,1,0,0
dama-oil-14051601,,,,,,,,0.83,,,,,5.91,,0.0,,1.65,0.0,,2.43,0.0,,0.0,0.61,,,,76.29,,,,0.28,,0.28,,,,2.61,5.32,,1,0,0
dama-oil-14051901,,,,,,,,0.52,,,,,0.0,,0.0,,0.0,2.44,,0.0,0.28,,0.0,0.0,,,0.11,66.77,,,,0.31,,0.28,,,,0.81,2.88,,1,0,0
dama-oil-14051902,,,,,,,,0.31,,,,,0.0,,0.0,,0.15,0.0,,0.69,0.0,,0.0,0.0,,,,6.02,,,,,,69.75,,,0.24,2.01,6.65,,1,0,0
dama-oil-14052001,,,,,,,,0.5,,,,,0.0,,0.17,,0.0,2.48,,0.0,0.0,,0.0,0.0,,,0.1,57.46,,,,0.28,,0.22,,,,1.67,2.15,,1,0,0
dama-oil-14052101,,,,,,,,0.54,,,,,0.0,,0.0,,1.04,2.13,,1.95,0.0,,0.0,0.0,,,,76.96,,,,0.36,,0.45,,,0.14,5.09,2.96,,1,0,0
dama-oil-14052102,,,,,,,,1.09,,,,,0.0,,0.0,,1.47,0.0,,1.35,0.0,,0.0,0.0,,,,78.73,,,,0.53,,0.37,,,,3.92,3.11,,1,0,0
dama-oil-14052301,,,,,,,,0.37,,,,,0.0,,0.0,,5.81,0.0,,2.31,0.09,,0.0,0.0,,,0.1,74.42,,,,0.41,,0.26,,,,1.69,2.6,,1,0,0
dama-oil-14052302,,,,,,,,2.62,,,,,0.0,,0.52,,2.63,2.53,,1.64,0.08,,0.0,0.0,,,0.33,77.19,0.08,,,0.55,,0.38,,,,1.08,3.29,,1,0,0
dama-oil-14052303,,,,,,,,0.0,,,,,0.0,,0.0,,0.57,2.1,,1.37,0.0,,0.0,0.0,,,,18.96,,,,1.42,,46.81,,,0.27,2.5,5.86,,1,0,0
dama-oil-14052401,,,,,,,,0.54,,,,,0.0,,0.0,,2.33,2.58,,2.18,0.0,,0.0,4.35,,,0.09,76.2,0.11,,,0.45,,2.3,,,,1.62,3.81,,1,0,0
dama-oil-14052402,,,,,,,,0.0,,,,,0.0,,0.0,,6.43,0.0,,2.07,0.0,,0.0,0.0,,,0.08,77.9,0.26,,,0.32,,0.29,,,,3.19,2.64,,1,0,0
dama-oil-14052601,,,,,,,,0.0,,,,,0.0,,0.0,,6.17,0.0,,1.5,0.0,,0.0,5.19,,,0.08,75.54,0.16,,,0.43,,0.47,,,,2.07,2.8,,1,0,0
dama-oil-14052701,,,,,,,,0.0,,,,,0.0,,0.0,,1.69,0.0,,0.04,0.0,,0.0,0.0,,,0.11,80.69,,,,0.39,,0.34,,,0.02,1.75,4.28,,1,0,0
dama-oil-14052801,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.21,0.0,,0.0,0.0,,,0.23,5.61,,,,0.01,,72.53,,,0.16,1.52,6.51,,1,0,0
dama-oil-14052802,,,,,,,,0.84,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.09,78.18,,,,0.65,,4.43,,,,2.91,3.75,,1,0,0
dama-oil-14053001,,,,,,,,0.0,,,,,0.0,,0.0,,1.53,2.32,,0.16,0.0,,0.0,0.0,,,0.12,73.36,0.01,,,0.73,,0.67,,,,2.91,3.9,,1,0,0
dama-oil-14060301,,,,,,,,0.0,,,,,0.0,,0.0,,0.42,0.0,,1.32,0.0,,0.0,0.0,,,,26.47,,,,0.18,,45.59,,,0.2,2.0,4.5,,1,0,0
dama-oil-14060801,,,,,,,,0.0,,,,,0.0,,0.0,,5.07,2.38,,0.85,0.0,,0.0,0.0,,,0.08,76.11,,,,0.49,0.34,0.32,,,,1.57,2.18,,1,0,0
dama-oil-14061301,,,,,,,,0.0,,,,,0.0,,0.0,,0.18,0.0,,1.04,0.0,,0.0,0.0,,,,3.57,0.07,,,0.15,,77.43,,,0.25,1.5,3.74,,1,0,0
dama-oil-14061401,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.98,0.0,,0.0,2.87,,,,3.38,,,,0.15,,79.83,,,0.25,1.49,3.74,,1,0,0
dama-oil-14061601,,,,,,,,0.0,,,,,4.7,,0.0,,0.49,0.0,,0.69,0.0,,0.0,0.0,,,0.27,3.12,,,,,,73.16,,,0.08,1.16,7.58,,1,0,0
dama-oil-14061701,,,,,,,,0.49,,,,,0.0,,0.0,,0.26,0.0,,0.91,0.0,,0.0,2.4,,,,32.29,,,,0.08,,47.7,,,0.19,1.49,2.4,,1,0,0
dama-oil-14061802,,,,,,,,0.0,,,,,4.43,,0.0,,0.42,0.0,,0.87,0.0,,0.0,0.0,,,0.14,3.42,,,,,,68.04,,,0.04,1.06,5.97,,1,0,0
dama-oil-14062001,,,,,,,,0.0,,,,,0.0,,0.0,,2.96,2.41,,0.35,0.0,,0.0,0.0,,,,73.51,,,,0.56,,1.8,,,0.17,4.04,5.19,,1,0,0
dama-oil-14062002,,,,,,,,0.0,,,,,4.45,,0.0,,0.66,0.0,,1.04,0.0,,0.0,0.0,,,0.12,34.16,,,,0.14,,42.84,,,0.03,1.75,5.79,,1,0,0
dama-oil-14062201,,,,,,,,0.58,,,,,0.0,,0.0,,0.95,2.66,,1.43,0.0,,0.0,0.0,,,,84.58,,,,0.8,,2.32,,,,1.43,3.21,,1,0,0
dama-oil-14062601,,,,,,,,0.0,,,,,0.0,,0.0,,6.79,0.0,,2.37,0.0,,0.0,0.0,,,0.15,64.63,,,,0.62,,0.06,,,,0.62,2.95,,1,0,0
dama-oil-14062701,,,,,,,,0.46,,,,,0.0,,0.0,,1.27,0.0,,1.48,0.87,,0.0,0.0,,,0.08,79.43,,,,0.61,,0.31,,,,1.11,2.88,,1,0,0
dama-oil-14062801,,,,,,,,3.17,,,,,0.0,,0.0,,3.35,0.0,,3.27,0.0,,0.0,0.0,,,,67.36,,,,0.68,,0.28,,,,1.42,1.27,,1,0,0
dama-oil-14062802,,,,,,,,0.0,,,,,0.0,,0.0,,5.95,0.0,,0.78,0.0,,0.0,0.0,,,0.18,64.48,,,,0.69,,0.3,,,0.03,,2.5,,1,0,0
dama-oil-14063001,,,,,,,,0.0,,,,,0.0,,0.0,,4.07,0.0,,1.03,0.0,,0.0,0.0,,,0.07,67.94,,,,0.53,,,,,,2.0,1.63,,1,0,0
dama-oil-14070201,,,,,,,,0.0,,,,,0.0,,0.0,,3.49,0.19,,0.0,0.0,,0.0,0.0,,,,31.92,,,,0.18,,46.48,,,,2.46,2.8,,1,0,0
dama-oil-14070301,,,,,,,,0.0,,,,,0.0,,0.0,,3.12,0.0,,0.0,0.0,,0.0,0.0,,,,25.81,,,,0.22,,49.97,,,,2.55,2.78,,1,0,0
dama-oil-14070401,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,19.37,,,,0.11,,35.52,,,,1.96,2.24,,1,0,0
dama-oil-14070501,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.77,0.0,,0.0,0.0,,,,29.44,,,,0.24,,42.68,,,,2.43,2.58,,1,0,0
dama-oil-14070502,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.81,0.0,,0.0,0.0,,,0.12,60.74,,,,0.39,,6.04,,,,2.85,2.17,,1,0,0
dama-oil-14070801,,,,,,,,0.0,,,,,0.0,,0.0,,4.32,0.07,,0.0,0.0,,0.0,0.0,,,,66.7,,,,0.52,0.25,0.24,,,,3.73,1.77,,1,0,0
dama-oil-14070901,,,,,,,,0.0,,,,,0.0,,0.0,,7.3,0.0,,0.0,0.0,,0.0,0.0,,,,68.97,,,,0.26,,0.22,,,,1.99,2.92,,1,0,0
dama-oil-14071001,,,,,,,,0.0,,,,,0.0,,0.0,,3.94,0.0,,0.0,0.0,,0.0,0.0,,,,73.73,,,,0.44,,0.25,,,,3.91,1.63,,1,0,0
dama-oil-14071402,,,,,,,,0.0,,,,,0.0,,0.0,,2.81,0.0,,0.0,0.0,,0.0,0.0,,,,27.27,,,,0.2,,45.59,,,,2.38,2.74,,1,0,0
dama-oil-14512302,,,,,,,,0.39,,,,,0.0,,0.0,,1.1,2.46,,1.89,0.0,,0.0,0.0,,,0.06,69.74,,,,0.26,0.69,0.25,,,0.13,3.16,3.3,,1,0,0
dama-oil-batch-13110801,,,,,,,,0.0,,,,,0.0,,0.0,,2.58,1.35,,4.04,0.8,,0.0,0.0,,,0.5,75.21,,,,0.25,,0.63,,,0.47,3.43,3.23,,1,0,0
dama-oil-batch-13110901,,,,,,,,0.0,,,,,0.0,,0.0,,5.66,0.0,,2.5,0.66,,0.0,0.0,,,0.48,70.28,,,,0.14,,0.2,,,0.44,2.36,1.33,,1,0,0
dama-oil-batch-13111001,,,,,,,,0.0,,,,,0.0,,0.0,,2.34,0.0,,2.3,0.22,,0.0,0.0,,,0.5,78.66,,,,0.65,,0.24,,,0.49,2.06,1.82,,1,0,0
dama-oil-batch-13111301,,,,,,,,0.0,,,,,0.0,,0.0,,4.48,0.0,,3.33,0.43,,0.0,0.0,,,0.53,80.47,0.31,,,0.33,0.46,0.21,,,0.5,3.4,1.78,,1,0,0
dama-oil-crimea-blue-11191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.06,,,,,,,,,,,,,1,0,0
dama-oil-hlq-0265,,,,,,,,0.0,,,,,0.0,,0.33,,2.23,0.0,,2.55,0.0,,0.0,0.0,,,,57.68,0.25,,,0.16,,14.73,,,,4.11,1.83,,1,0,0
dama-oil-mocha-blueberry-1191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.63,2.29,,,0.17,,,,,,,,,1,0,0
dama-oil-original-blueberry-1191201,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,76.18,2.64,,,0.19,,,,,,,,,1,0,0
dama-oil-peppermint-blueberry-1191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,2.57,,,0.17,,,,,,,,,1,0,0
dama-oil-spearmint-blueberry-1081201,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,20.35,,,,,,,,,,,,1,0,0
dance-world,,,,,,,,0.0,,,,,0.0,,0.0,,0.15,0.0,,0.3,0.0,,0.0,1.08,,,6.33,1.14,,,,,6.5,0.41,,,0.2,0.47,0.06,,1,0,0
dancehall,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77,13.09,,,,0.32,0.21,0.18,,,,,0.41,,1,0,0
dancing-flame,,,,,,0.0,0.006999999999999999,0.005,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.003,0.027000000000000003,0.17,0.027000000000000003,0.0,0.594,0.097,,0.049,0.364,0.0,0.0,,0.23,0.0,23.13,0.0,0.0,0.08,0.0,0.0,0.0,0.61,0.11,0.0,,0,0,1
dank,,,,,,,,0.4125,,,,,2.6625,,0.0,,0.9750000000000001,0.4675,,0.7,0.37,,0.0,0.0,,,15.778000000000002,0.5599999999999999,,,,0.06,0.15000000000000002,0.12,,,0.8220000000000001,0.23,0.03,,5,0,0
dank-frank,,,,,,,,0.0,,,,,0.0,,0.0,,3.89,0.0,,0.4,0.54,,0.0,0.0,,,18.36,1.06,,,,,0.09,0.15,,,0.43,,0.12,,1,0,0
dank-lady,,,,,,,,0.68,,,,,2.49,,0.1,,0.3,1.07,,0.17,0.64,,0.0,0.0,,,12.07,1.91,,,,,0.15,0.19,,,0.09,,0.16,,1,0,0
dank-sinatra,,,,,,,,0.0,,,,,0.0,,0.0,,0.9,0.0,,0.66,0.0,,0.0,0.0,,,22.28,0.65,,,,,0.06,0.07,,,0.37,,0.02,,1,0,0
dankensense,,,,,,,,0.0,,,,,0.0,,0.0,,1.51,0.57,,1.12,0.74,,0.0,0.0,,,12.55,0.53,,,,,0.02,0.08,,,0.58,,0.02,,1,0,0
dankensteins-monster,,,,,,,,,,,,,,,,,,,,,,,,,,,12.86,0.4,,,,0.05,,,,,0.41,0.04,,,1,0,0
danky-doodle,,,,,,,,0.41500000000000004,,,,,2.56,,0.0,,0.35,0.37,,0.57,0.54,,0.0,0.0,,,9.879999999999999,0.44499999999999995,,,,,0.13,0.05500000000000001,,,0.295,,0.04,,2,0,0
dans-day-dream,,,,,,,,,,,,,,,,,,,,,,,,,,,70.39,6.25,,,,,0.16,0.56,,,,0.4,,,1,0,0
dans-dutch-treat-6,,,,,,,,0.58,,,,,7.44,,0.18,,0.29,0.0,,0.13,0.44,,0.0,0.0,,,14.85,0.55,,,,,0.14,,,,0.88,0.2,0.05,,1,0,0
dans-elephant,,,,,,,,0.88,,,,,2.63,,0.0,,1.63,0.18,,0.33,0.0,,0.0,0.0,,,11.01,0.67,,,,,0.14,0.09,,,,1.11,,,1,0,0
dans-og,,,,,,0.0,0.012,0.006999999999999999,0.0,0.009000000000000001,0.0,0.0,0.13699999999999998,0.0,0.012,0.04,0.099,0.042,0.0,0.326,0.484,,0.086,0.324,0.0,0.0,,1.28,0.01,22.59,0.01,0.0,0.06,0.0,0.0,0.0,0.65,0.12,0.02,,0,0,1
dans-super-lemon-haze,,,,,,,,0.21,,,,,0.74,,0.44,,0.3,0.0,,0.56,0.1,,0.0,0.0,,,15.0,0.68,,,,,0.17,0.05,,,1.44,,0.02,,1,0,0
dantes-fire,,,,,,0.0,0.006,0.014,0.0,0.0,0.0,0.0,0.17,0.0,0.002,0.002,0.211,0.023,0.0,0.6779999999999999,0.333,,0.045,0.342,0.0,0.0,,0.9,0.0,23.67,0.0,0.0,0.04,0.0,0.0,0.0,1.04,0.06,0.01,,0,0,1
dantes-five-mitch-andrejich,,,,,,0.0,0.004,0.008,0.002,0.001,0.0,0.0,0.102,0.019,0.069,0.001,0.146,0.019,0.0,0.493,0.17800000000000002,,0.037000000000000005,0.218,0.0,0.0,,0.94,0.0,21.59,0.0,0.0,0.03,0.0,0.0,0.0,0.96,0.08,0.02,,0,0,1
dark-cherry-og,,,,,,,,0.0,,,,,0.0,,0.0,,1.26,0.0,,0.9099999999999999,0.045,,0.0,0.0,,,18.12,0.3,0.05,,,,0.060000000000000005,0.135,,,0.35,,0.04,,2,0,0
dark-cherry-soda,,,,,,,,0.0,,,,,0.0,,0.0,,0.01,0.0,,0.36,0.0,,0.0,0.35,,,31.13,0.46,,,,,0.08,0.21,,,1.26,,0.02,,1,0,0
dark-crystal,,,,,,,,0.0,,,,,0.0,,0.0,,1.87,0.0,,0.12,0.5,,0.0,0.0,,,19.44,0.59,,,,0.02,0.08,,,,0.14,,0.07,,1,0,0
dark-devil,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.03,,0.12,0.13,,0.0,0.0,,,7.23,0.37,,,,,0.01,,,,0.1,,,,1,0,0
dark-diesel,,,,,,,,0.0,,,,,0.0,,0.0,,0.43,0.22,,0.29,0.0,,0.0,0.0,,,18.51,0.58,,,,,0.06,0.07,,,0.22,,0.01,,1,0,0
dark-dreams,,,,,,,,,,,,,0.085,0.0,0.0,,0.311,0.021,,0.961,0.34700000000000003,,0.028,0.095,,,19.38,0.65,,,,0.12,0.11,,,,,0.2,,,1,0,0
dark-hash,,,,,,,,1.3,,,,,8.67,,0.18,,0.37,3.4,,1.14,0.0,,0.0,1.32,,,32.21,14.34,,,,0.3,0.57,0.26,,,1.6,,0.75,,1,0,0
dark-helmet,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.01,0.22,0.0,0.16,0.75,0.0,0.14,0.18,0.0,0.0,,18.8,,,0.08,0.09,,0.12,,,,0.6,0.32,10.0,0,1,0
dark-horse-frost-rso,,,,,,,,0.0,,,,,0.0,,0.0,,1.53,0.0,,0.97,0.0,,0.0,0.0,,,,57.56,,,,0.54,,0.65,,,0.07,1.97,4.6,,1,0,0
dark-rascal,,,,,,0.021,0.003,0.018000000000000002,0.004,0.0,0.102,0.0,0.003,0.004,0.391,0.039,0.156,0.047,0.012,0.542,0.289,,0.078,0.111,0.009000000000000001,0.0,,1.57,0.0,20.79,0.0,0.0,0.07,0.0,0.0,0.0,0.69,0.11,0.03,,0,0,1
dark-raskal,,,,,,0.02,0.002,0.013,0.001,0.001,0.064,0.0,0.003,0.004,0.364,0.023,0.14400000000000002,0.041,0.012,0.519,0.272,,0.066,0.098,0.009000000000000001,0.001,,1.39,0.0,15.56,0.0,0.0,0.06,0.0,0.0,0.0,0.61,0.07,0.0,,0,0,1
dark-raskal-2,,,,,,0.014,0.004,0.009000000000000001,0.001,0.002,0.006999999999999999,0.0,0.004,0.003,0.264,0.06,0.117,0.045,0.006999999999999999,0.414,0.326,,0.078,0.187,0.006,0.001,,1.55,0.0,22.31,0.0,0.0,0.06,0.0,0.0,0.0,0.88,0.14,0.03,,0,0,1
dark-side-of-the-moon,,,,,,,,0.0,,,,,0.0,,0.0,,0.98,0.0,,0.46,0.03,,0.0,0.0,,,23.36,0.27,,,,,0.05,0.13,,,0.71,,0.02,,1,0,0
dark-star,,,,,,0.016,0.005,0.03471428571428571,0.003,0.001,0.034,0.0,0.41157142857142853,0.09,0.04328571428571428,0.0,0.6361428571428572,0.07114285714285715,0.009000000000000001,0.5032857142857143,0.42242857142857143,,0.020571428571428574,0.22385714285714284,0.006999999999999999,0.0,19.93142857142857,0.69125,0.0,22.16,0.0,0.005,0.07875000000000001,0.15857142857142856,0.0,0.0,1.0757142857142856,0.325,0.034,,7,0,1
dark-star-1st-generation,,,,,,,,0.7,,,,,3.1,,0.0,,0.77,0.49,,1.11,1.01,,0.0,0.0,,,19.36,,,,,,0.17,0.13,,,1.04,,0.1,,1,0,0
dark-star-2,,,,,,,,0.0,,,,,0.0,,0.0,,0.225,0.0,,0.42,0.245,,0.0,0.49,,,22.485,0.625,,,,0.01,0.10500000000000001,0.18,,,1.1600000000000001,,0.05,,2,0,0
dark-star-kush,,,,,,,,0.0,,,,,0.0,,0.0,,1.72,1.18,,0.95,0.0,,0.0,0.0,,,17.54,1.12,,,,,0.04,0.04,,,0.15,,,,1,0,0
dark-vader,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,0.89,,,,0.04,0.15,,,,,,,,1,0,0
darkside-of-the-moon,,,,,,,,0.0,,,,,0.0,,0.0,,1.48,0.0,,1.05,0.07,,0.0,0.0,,,23.03,0.34,,,,,0.07,0.13,,,0.52,,0.01,,1,0,0
darkstar,,,,,,,,0.15,,,,,0.685,,0.0,,1.44,0.39,,0.545,0.6499999999999999,,0.0,0.0,,,13.11,0.74,,,,,0.09,0.14,,,0.49,,0.04,,2,0,0
darshi-by-d,,,,,,,,0.0,,,,,0.0,,0.0,,1.17,0.27,,0.34,0.0,,0.0,0.0,,,22.56,0.33,,,,,0.06,0.18,,,0.16,,0.05,,1,0,0
darth-vader,,,0.0,0.0,,0.0,0.01,0.13333333333333333,0.0,0.0,0.0,0.0,1.2766666666666666,0.0,0.0,0.0,0.32666666666666666,0.61,0.0,0.16666666666666666,0.35000000000000003,0.0,0.0,0.05666666666666667,0.0,0.0,6.945,9.573333333333334,,,0.07,0.16,0.15000000000000002,0.07333333333333335,,,0.39499999999999996,0.83,0.29000000000000004,14.0,2,1,0
darth-vader-haze,,,,,,,,0.0,,,,,0.0,,0.07,,0.38,0.18,,0.42,0.1,,0.0,0.32,,,19.12,0.36,,,,,0.04,0.15,,,0.84,,0.02,,1,0,0
darth-vader-og,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.03,0.04,0.69,0.0,0.22,0.12,0.0,0.17,0.36,0.0,0.0,,,,,,,,,,,,,,,0,1,0
daves-cbd,,,,,,,,0.0,,,,,0.0,,1.71,,1.33,0.61,,0.0,0.0,,0.0,0.0,,,16.48,0.78,,,,,0.03,0.09,,,0.14,0.45,0.05,,1,0,0
daves-dawg-poo,,,,,,,,0.0,,,,,0.0,,0.0,,0.59,0.46,,0.29,0.12,,0.0,0.0,,,23.56,0.86,,,,,0.06,0.11,,,1.03,,,,1,0,0
daves-rso,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.56,,0.71,0.0,,0.0,0.0,,,1.36,69.62,,,,0.66,,0.26,,,0.24,0.93,2.12,,1,0,0
davinci,,,,,,,,0.56,,,,,4.56,,0.0,,0.33,0.0,,0.25,0.48,,0.0,3.54,,,17.76,0.08,,,,,0.16,0.14,,,1.2,,0.05,,1,0,0
davincis-bay-dream,,,,,,,,0.0,,,,,0.0,,0.0,,0.51,0.35,,0.37,0.1,,0.0,0.0,,,12.0,0.35,,,,,0.04,0.04,,,0.06,,,,1,0,0
davincis-dutch-treat,,,,,,,,0.0,,,,,0.0,,0.7,,0.37,0.0,,0.39,0.21,,0.0,0.0,,,24.52,0.97,,,,,0.06,0.15,,,1.06,,0.03,,1,0,0
davincis-master-purp,,,,,,,,0.0,,,,,0.0,,0.0,,0.8,0.53,,0.44,0.09,,0.0,0.0,,,18.94,0.48,,,,,0.07,0.07,,,0.13,,0.02,,1,0,0
dawg,,,,,,,,0.87,,,,,3.335,,0.0,,1.12,0.855,,0.6599999999999999,0.255,,0.0,0.87,,,16.5925,0.5075,0.1,,,0.15,0.1466666666666667,0.185,,,0.31,0.17,0.04,,4,0,0
