strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
solventless-indica-hash,,,,,,,,1.67,,,,,5.05,,0.0,,1.16,2.67,,5.44,0.06,,0.0,0.61,,,45.74,3.13,,,,,0.55,0.36,,,1.3,,0.49,,1,0,0
solventless-indica-kush-attack,,,,,,,,2.13,,,,,6.67,,0.0,,5.26,3.8,,3.0,0.12,,0.0,0.0,,,49.55,0.95,,,,,0.54,0.59,,,0.71,1.62,0.2,,1,0,0
solventless-indica-mr-nice-critical-mass-clear,,,,,,,,0.52,,,,,0.0,,0.0,,0.45,0.0,,0.0,0.0,,0.0,4.34,,,1.35,72.69,,,,3.15,,3.05,,,,,4.8,,1,0,0
solventless-indica-og-kush-hash,,,,,,,,0.0,,,,,7.08,,0.86,,1.04,0.0,,1.76,0.59,,0.0,0.0,,,24.65,27.01,,,,0.02,0.16,0.46,,,2.32,0.86,0.47,,1,0,0
solventless-indica-thickwicket,,,,,,,,0.0,,,,,5.85,,2.11,,1.27,0.0,,0.63,0.0,,0.0,0.0,,,50.37,2.42,,,,,0.26,0.41,,,0.62,0.38,0.02,,1,0,0
solventless-oil-1,,,,,,,,0.32,,,,,0.0,,0.0,,5.53,0.0,,0.22,0.0,,0.0,0.0,,,0.01,77.07,,,,1.51,,0.39,,,,2.77,1.98,,1,0,0
solventless-sativa-blue-magoo-hash,,,,,,,,0.0,,,,,12.21,,0.25,,0.49,0.0,,0.68,0.48,,0.0,1.45,,,32.3,4.57,,,,0.17,0.3,0.22,,,2.36,0.22,0.09,,1,0,0
solventless-sativa-deep-hawaiian-haze-5-star-bubble-hash,,,,,,,,1.51,,,,,4.97,,0.0,,1.13,2.9,,2.37,0.61,,0.0,1.26,,,49.71,1.53,,,,,0.58,0.35,,,1.73,,0.19,,1,0,0
solventless-sativa-pineapple-express,,,,,,,,0.98,,,,,5.87,,0.0,,4.08,0.0,,4.83,0.07,,0.0,1.6,,,51.04,0.69,,,,,0.55,0.32,,,0.87,0.67,0.19,,1,0,0
solventless-x-solvent-free,,,,,,,,0.0,,,,,0.0,,0.0,,2.36,0.0,,0.51,0.0,,0.0,0.0,,,,90.51,,,,0.69,0.05,0.21,,,,3.35,1.41,,1,0,0
soma-diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43,0.21,,,,,,,,,0.08,0.09,,,1,0,0
soma-lavender,,,,,,,,0.0,,,,,1.64,,0.0,,1.68,0.59,,0.0,1.2,,0.0,0.0,,,22.05,0.86,,,,,0.04,0.07,,,1.17,,0.06,,1,0,0
soma-mango-2,,,,,,,,0.0,,,,,0.0,,0.0,,0.56,0.0,,0.19,0.0,,0.0,2.5,,,10.4,0.34,,,,,0.04,0.04,,,0.36,,,,1,0,0
soma-mango-3,,,,,,,,0.0,,,,,0.0,,0.0,,0.63,0.0,,0.29,0.0,,0.0,2.64,,,12.28,0.48,,,,,0.04,0.05,,,0.33,,,,1,0,0
somali-taxi-ride,,,0.0,0.0,,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.49,0.0,0.04,0.03,0.02,0.1,0.16,0.13,0.05,0.09,0.01,0.0,,9.9,,,0.03,0.09,,0.01,,,,0.21,0.2,11.0,0,1,0
somango,,,,,,,,0.23,,,,,2.4,,0.0,,0.09,0.69,,0.26,0.0,,0.0,0.0,,,10.86,0.9,,,,,0.15,0.06,,,0.99,,0.06,,1,0,0
somango-auto,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41,0.13,,,,,,0.03,,,,0.02,,,1,0,0
somango-widow,,,0.0,0.0,,0.0,0.005,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.05,0.04,0.03,0.0,0.19,0.14500000000000002,0.0,0.065,0.20500000000000002,0.0,0.0,,19.200000000000003,,,0.045,0.06,,0.02,,,,0.435,0.135,13.0,0,2,0
something-special,,,,,,,,0.0,,,,,1.26,,0.0,,1.6400000000000001,3.655,,0.015,0.17,,0.0,0.69,,,15.459999999999999,0.47000000000000003,,,,0.03,0.075,0.03,,,0.085,,,,2,0,0
sonoma-coma-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91,1.8,0.05,,,0.17,0.02,,,,,,,,1,0,0
sonoma-sap,,,,,,0.0,0.008,0.001,0.0,0.0,0.0,0.0,0.11,0.0,0.004,0.017,0.037000000000000005,0.028,0.0,0.096,0.127,,0.047,0.252,0.0,0.0,,1.01,0.0,21.03,0.0,0.0,0.05,0.0,0.0,0.0,0.79,0.08,0.02,,0,0,1
sophia,,,,,,,,0.68,,,,,1.62,,0.0,,1.16,0.41,,1.03,0.9,,0.0,0.0,,,13.47,0.42,,,,,0.17,0.05,,,0.29,,0.09,,1,0,0
sorachi-ace-0501,,,,,,,,,,,,,,0.59,0.0,,26.87,0.11,,5.94,48.87,,0.65,0.0,,,,,,,,,,,,,,,,,1,0,0
sorority-girl,,,,,,,,0.0,,,,,0.0,,0.0,,1.89,0.0,,0.0,2.29,,0.0,0.0,,,19.69,5.73,,,,0.02,0.1,,,,1.4,,0.25,,1,0,0
sos,,,,,,,,0.485,,,,,2.385,,0.0,,0.76,1.6800000000000002,,0.75,0.42,,0.0,0.575,,,14.665,0.9550000000000001,,,,,0.16,0.185,,,0.375,0.09,0.115,,2,0,0
soul-assasin,,,,,,0.0,0.012,0.014,0.0,0.016,0.001,0.0,0.213,0.001,0.015,0.053,0.12,0.045,0.0,0.349,0.67,,0.09,0.494,0.0,0.0,,2.16,0.01,22.37,0.02,0.0,0.07,0.0,0.0,0.0,0.73,0.17,0.03,,0,0,1
soul-assasin-og,,,,,,,,0.0,,,,,0.0,,0.0,,1.6,1.01,,1.12,0.37,,0.0,0.0,,,67.82,20.8,,,,,0.14,0.35,,,0.68,,0.3,,1,0,0
soul-assassin-og,,,,,,0.0,0.011,0.008,0.0,0.006,0.004,0.0,0.136,0.001,0.009000000000000001,0.077,0.122,0.039,0.0,0.391,0.626,,0.08199999999999999,0.414,0.0,0.0,,0.95,0.0,19.84,0.0,0.0,0.05,0.0,0.0,0.0,0.58,0.11,0.02,,0,0,1
soul-assassin-og-kush,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,0.97,,,,0.04,,,,,1.21,0.13,,,1,0,0
sour-5,,,,,,,,0.0,,,,,0.0,,0.0,,0.44,0.69,,0.5,0.47,,0.0,0.0,,,7.95,0.25,,,,,0.14,0.07,,,0.27,,,,1,0,0
sour-afgoo-kush,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83,6.45,0.06,,,0.06,,,,,,,,,1,0,0
sour-al,,,,,,,,0.565,,,,,0.0,,0.12,,1.6300000000000001,0.71,,0.38,0.16,,0.0,0.0,,,19.419999999999998,0.4366666666666667,,,,,0.11,0.195,,,0.26999999999999996,0.16,0.045000000000000005,,3,0,0
sour-alien,,,,,,0.0,0.005,0.207,0.0,0.0005,0.0,0.0,0.6077142857142858,0.003,0.037142857142857144,0.059,0.4684285714285714,0.4545714285714286,0.0,0.22714285714285712,0.34900000000000003,,0.027857142857142858,0.06814285714285714,0.0,0.0,17.54,0.5514285714285715,0.0,19.9,0.005,0.0175,0.08285714285714285,0.07285714285714286,0.0,0.0,0.5642857142857143,0.06666666666666667,0.03428571428571429,,5,0,2
sour-alien-53324,,,,,,0.0,0.006999999999999999,0.006999999999999999,0.0,0.0,0.0,0.006,0.048,0.0,0.0,0.087,0.098,0.168,0.0,0.268,0.517,,0.1,0.078,0.0,0.0,,0.19,0.0,21.6,0.0,0.0,0.05,0.0,0.0,0.0,0.67,0.05,0.0,,0,0,1
sour-alien-id-ind,,,,,,0.0,0.016,0.006,0.0,0.0,0.0,0.0,0.0,0.002,0.009000000000000001,0.041,0.155,0.057,0.0,0.4920000000000001,0.28,,0.101,0.5529999999999999,0.0,0.0,,0.69,0.0,26.87,0.0,0.0,0.06,0.0,0.0,0.03,0.39,0.17,0.0,,0,0,1
sour-aliens,,,,,,,,0.0,,,,,0.0,,0.0,,0.41,0.0,,0.0,0.0,,0.0,0.0,,,26.29,0.85,,,,,0.08,0.15,,,0.18,,,,1,0,0
sour-aliens-rosin,,,,,,,,0.0,,,,,0.0,,0.0,,3.34,0.0,,1.95,0.18,,0.0,0.8,,,84.71,3.78,,,,,0.21,0.55,,,0.52,,0.09,,1,0,0
sour-amnesia-1,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28,0.23,,,,0.25,0.85,,,,,0.17,,,1,0,0
sour-amnesia-haze-dream-city,,,,,,,,,,,,,0.099,0.0,0.568,,0.34,0.251,,0.866,0.247,,0.334,0.18,,,85.29,7.61,,,,,0.49,0.38,,,,1.18,,,1,0,0
sour-apple,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.03,,0.83,0.25,,0.0,1.16,,,28.85,0.74,,,,0.19,0.07,0.22,,,0.66,,0.02,,1,0,0
sour-banana-sherbert,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.225,0.495,0.0,0.43000000000000005,0.89,0.27,0.04,0.04,0.0,0.0,24.09,11.59,,,0.12,0.1,0.08,0.16999999999999998,,,0.31,0.91,0.12,13.0,1,1,0
sour-band,,,,,,0.0,0.009500000000000001,0.24433333333333332,0.0,0.006,0.001,0.0,0.6146666666666666,0.0,0.004333333333333334,0.0625,0.6796666666666668,0.022333333333333334,0.0,0.39033333333333337,0.319,,0.04566666666666667,0.2253333333333333,0.0,0.0,14.14,0.91,0.0,18.369999999999997,0.0,0.0,0.07,0.03666666666666667,0.0,0.015,0.37666666666666665,0.105,0.02,,1,0,2
sour-berry,,,,,,,,,,,,,0.3720000000000001,0.096,0.012,,0.615,0.754,,1.534,0.379,,0.605,2.884,,,42.27,5.045,,,,0.02,0.08,,,,,0.71,0.07,,2,0,0
sour-berry-soft-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,0.38,,,,0.09,,,,,,0.09,,,1,0,0
sour-blue-cookie,0.0,0.0,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.04,0.05,0.05,0.03,0.09,0.09,0.09,0.06,0.06,0.03,0.0,,1.17,0.01,23.62,0.01,0.01,0.01,0.01,,,1.21,0.06,0.01,9.88,0,1,0
sour-blue-thai,,,,,,0.0,0.006,0.013,0.001,0.008,0.0,0.0,0.002,0.018000000000000002,0.0,0.019,0.18600000000000005,0.448,0.0,0.422,0.34,,0.123,0.045,0.0,0.0,,0.41,0.0,14.06,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.03,0.0,,0,0,1
sour-blueberry,,,,,,,,0.3466666666666667,,,,,0.0,,0.0,,0.25333333333333335,0.3133333333333333,,0.049999999999999996,0.11,,0.0,0.0,,,17.62,0.9633333333333334,,,,,0.043333333333333335,0.10666666666666667,,,0.7633333333333333,,0.025,,3,0,0
sour-boggle,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.26,0.0,0.0,0.1,0.07,0.05,0.0,0.21,0.14,0.0,0.1,0.51,0.0,0.0,,15.4,,,0.06,0.15,,0.19,,,,0.57,0.15,12.0,0,1,0
sour-bubble,,,,,,,,0.63,,,,,0.0,,0.0,,0.32,0.23,,0.8600000000000001,0.0,,0.0,0.0,,,25.42,0.755,,,,,0.05,0.24,,,0.52,0.58,0.035,,2,0,0
sour-cab-4,,,,,,,,0.0,,,,,0.0,,0.0,,0.28,0.79,,0.68,0.43,,0.0,0.0,,,20.51,0.66,,,,,0.06,0.2,,,0.23,,0.01,,1,0,0
sour-candy,,,,,,,,0.64,,,,,1.36,,0.0,,0.39,0.73,,0.39,1.42,,0.0,0.0,,,15.43,1.29,,,,,0.15,0.19,,,4.44,1.0,0.07,,1,0,0
sour-charms,,,,,,0.0,0.012,0.011,0.0,0.006,0.0,0.0,0.185,0.001,0.011,0.095,0.248,0.049,0.0,0.838,0.225,,0.07400000000000001,0.514,0.001,0.0,,4.59,0.0,20.51,0.0,0.01,0.06,0.0,0.0,0.0,2.72,0.31,0.09,,0,0,1
sour-chem,,,,,,0.0,0.012,0.005,0.0,0.002,0.0,0.0,0.087,0.0,0.003,0.084,0.162,0.041,0.0,0.415,0.208,,0.079,0.358,0.0,0.0,,0.39,0.0,23.8,0.0,0.0,0.08,0.0,0.0,0.0,0.49,0.13,0.0,,0,0,1
sour-chiesel,,,,,,,,,,,,,0.255,0.02,0.004,,0.17600000000000002,0.281,,0.506,0.081,,0.241,0.848,,,20.82,0.46,,,,,0.05,0.25,,,,0.11,,,1,0,0
sour-cough,,,,,,,,0.0,,,,,0.0,,0.0,,2.26,0.0,,1.7,0.34,,0.0,0.0,,,30.33,0.36,,,,,0.13,0.12,,,1.47,,0.06,,1,0,0
sour-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93,0.37,,,,,,0.07,,,,0.09,,,1,0,0
sour-cream-romulan,,,,,,,,0.0,,,,,0.0,,0.0,,0.91,1.72,,0.83,2.57,,0.0,0.0,,,22.29,1.02,,,,,0.06,0.28,,,0.2,,0.05,,1,0,0
sour-crush,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42,7.24,,,,0.24,,0.63,,,,0.55,,,1,0,0
sour-crush-molecular-farms,,,,,,0.0,0.011,0.008,0.0,0.017,0.0,0.0,0.133,0.07,0.01,0.066,0.101,0.58,0.0,0.289,0.331,,0.175,0.14,0.0,0.0,,0.58,0.0,26.58,0.0,0.0,0.04,0.0,0.0,0.0,1.15,0.17,,,0,0,1
sour-d,,,,,,0.0,0.009666666666666667,0.16219999999999998,0.0,0.002,0.002,0.0,0.8853,0.0013333333333333333,0.057100000000000005,0.11833333333333335,0.8782,0.5414999999999999,0.0,0.33619999999999994,0.295,,0.022600000000000002,0.27690000000000003,0.0,0.0,21.7125,3.5472727272727274,0.01,18.856666666666666,0.006666666666666667,0.095,0.11363636363636363,0.137,0.0,0.0,0.538,0.24,0.038571428571428576,,8,0,3
sour-d-3,,,,,,,,0.55,,,,,0.0,,0.0,,0.16,0.63,,0.28,2.34,,0.0,0.0,,,9.75,0.38,,,,,0.15,0.04,,,0.16,,0.08,,1,0,0
sour-d-b13,,,,,,,,,,,,,0.45,0.003,0.025,,1.5759999999999998,0.016,,4.012,0.065,,0.027000000000000003,0.239,,,29.33,30.32,,,,0.16,,0.54,,,,0.77,0.17,,1,0,0
sour-d-bubble-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36,3.39,,,,0.19,0.28,,,,,,,,1,0,0
sour-d-oil,,,,,,,,0.0,,,,,0.0,,0.0,,1.79,0.62,,1.12,0.0,,0.0,0.0,,,0.06,69.72,,,,0.54,,0.28,,,0.12,2.36,1.02,,1,0,0
sour-dawg,,,,,,,,0.44,,,,,3.94,,0.09,,0.26,0.67,,0.35,0.3,,0.0,0.0,,,15.86,0.57,,,,,0.18,0.13,,,0.47,,0.09,,1,0,0
sour-dawg-b-69,,,,,,,,0.0,,,,,0.0,,0.0,,1.08,2.51,,3.22,0.34,,0.0,0.0,,,45.72,20.8,,,,0.15,0.19,0.3,,,1.1,,0.58,,1,0,0
sour-desel,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,10.89,,,,,0.25,,,,,0.6,0.42,,1,0,0
sour-diesel,,,0.0,0.0,,0.0,0.00826666666666667,0.22700943396226417,0.0002,0.0009000000000000001,0.0117,0.003333333333333333,0.8030654205607476,0.011193548387096776,0.0579252336448598,0.075,1.0948130841121497,0.5235700934579439,0.0,0.4878878504672896,0.3389813084112148,0.0,0.020401869158878507,0.32910280373831774,3.3333333333333335e-05,0.0,21.240948275862063,2.4942957746478878,0.06411764705882352,21.2436,0.021724137931034487,0.0911111111111111,0.41310924369747887,0.17018181818181818,0.0004,0.0004,0.5509090909090909,0.26609374999999996,0.11226804123711336,11.5,116,4,26
sour-diesel-1,,,,,,0.0,0.006999999999999999,0.177,0.0,0.0,0.002,0.0,1.819,0.0,0.0,0.051,0.124,0.2695,0.0,0.537,0.261,,0.028,0.14400000000000002,0.0,0.0,11.42,0.29,0.0,20.31,0.0,0.0,0.115,0.04,0.0,0.0,0.525,0.11,0.045,,1,0,1
sour-diesel-2,,,,,,0.0,0.006,0.11933333333333333,0.0015,0.0,0.0015,0.0,1.327,0.001,0.0013333333333333333,0.0315,0.06733333333333334,0.2833333333333334,0.0,0.47333333333333333,0.5466666666666667,,0.054,0.14266666666666666,0.0,0.0,11.91,0.5933333333333333,0.005,16.98,0.005,0.015,0.09999999999999999,0.016666666666666666,0.0,0.0,0.34,0.065,0.03666666666666667,,1,0,2
sour-diesel-2-star,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,33.76,17.21,,,,1.42,0.15,0.3,,,0.06,,0.47,,1,0,0
sour-diesel-2-star-bubble-hash,,,,,,,,1.61,,,,,5.95,,0.0,,0.63,2.68,,0.58,0.0,,0.0,0.0,,,34.76,11.04,,,,,0.46,0.55,,,0.72,,0.53,,1,0,0
sour-diesel-3,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04,0.06,,,,0.02,,,,,0.1,0.13,,,1,0,0
sour-diesel-3-star,,,,,,,,,,,,,,,,,,,,,,,,,,,23.17,21.35,,,,,,,,,,0.11,,,1,0,0
sour-diesel-4-bubble-hash,,,,,,,,0.0,,,,,0.0,,0.0,,2.65,0.0,,0.0,1.11,,0.0,2.24,,,27.62,19.64,,,,,0.04,,,,0.82,,0.39,,1,0,0
sour-diesel-4-star-bubble-hash,,,,,,,,1.83,,,,,7.06,,0.0,,0.5,2.64,,0.43,0.0,,0.0,0.0,,,37.39,11.24,,,,0.02,0.46,0.57,,,0.7,,0.58,,1,0,0
sour-diesel-b16,,,,,,,,,,,,,0.387,0.0,0.006,,1.584,0.012,,3.612,0.015,,0.011,0.097,,,42.89,20.54,,,,0.2,0.23,,,,,0.77,,,1,0,0
sour-diesel-b29-b37,,,,,,,,0.0,,,,,0.0,,0.0,,2.0,2.42,,2.93,0.38,,0.0,1.04,,,30.57,35.17,,,,0.53,0.14,0.5,,,0.84,,0.54,,1,0,0
sour-diesel-b573,,,,,,,,0.0,,,,,0.0,,0.0,,1.7,2.31,,3.35,0.0,,0.0,0.0,,,39.94,30.56,,,,0.14,0.3,,,,0.72,1.81,0.3,,1,0,0
sour-diesel-bho,,,,,,,,,,,,,,,,,,,,,,,,,,,29.12,29.54,,,,0.19,1.85,,,,,,,,1,0,0
sour-diesel-blue-dream,,,,,,,,0.0,,,,,0.0,,0.0,,1.71,1.5,,2.62,0.0,,0.0,0.0,,,81.79,2.41,,,,0.02,0.19,0.5,,,1.64,,0.16,,1,0,0
sour-diesel-bubble,,,,,,,,1.34,,,,,6.75,,0.0,,1.65,3.82,,2.06,0.0,,0.0,2.35,,,39.11,3.56,,,,,0.55,0.39,,,2.22,0.5,0.42,,1,0,0
sour-diesel-bubble-hash,,,,,,,,4.46,,,,,2.29,,1.045,,5.445,0.0,,0.945,0.0,,0.0,0.0,,,33.98777777777778,8.19111111111111,1.0,,,0.20166666666666666,0.29333333333333333,0.5349999999999999,,,0.905,0.37,0.235,,9,0,0
sour-diesel-bubble-hash-001,,,,,,,,0.0,,,,,0.0,,1.18,,2.33,1.25,,1.39,0.0,,0.0,0.0,,,0.05,57.67,,,,0.99,,0.44,,,,2.11,,,1,0,0
sour-diesel-clear-1,,,,,,,,0.0,,,,,0.0,,0.0,,1.73,5.11,,0.0,0.0,,0.0,0.0,,,2.13,25.27,2.59,,,13.72,,0.28,,,,0.95,0.25,,1,0,0
sour-diesel-concentrate,,,,,,,,2.74,,,,,0.0,,0.0,,2.51,1.69,,0.24,0.0,,0.0,1.11,,,76.94,3.84,,,,,0.18,0.27,,,1.5,0.05,0.1,,1,0,0
sour-diesel-ear-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,57.57,1.15,,,,,,,,,0.55,0.28,,,1,0,0
sour-diesel-ethanol-x,,,,,,,,0.0,,,,,0.0,,0.0,,1.36,0.89,,1.41,0.0,,0.0,0.0,,,0.35,63.7,,,,1.26,0.03,0.44,,,0.61,2.89,1.36,,1,0,0
sour-diesel-flower,,,,,,0.0,0.005,0.006999999999999999,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.098,0.126,0.019,0.0,0.327,0.375,,0.038,0.24,0.0,0.0,,1.09,0.0,18.93,0.0,0.0,0.08,0.0,0.0,0.0,0.32,0.11,0.0,,0,0,1
sour-diesel-full-melt-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,33.13,12.8,,,,0.2,,,,,,,,,1,0,0
sour-diesel-gb,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06,3.67,,,,,,,,,0.22,0.17,,,1,0,0
sour-diesel-gf,,,,,,0.0,0.005,0.006999999999999999,0.0,0.001,0.0,0.0,0.032,0.0,0.003,0.102,0.156,0.021,0.0,0.406,0.366,,0.034,0.202,0.0,0.0,,1.07,0.0,17.72,0.0,0.0,0.04,0.0,0.0,0.0,0.31,0.08,0.0,,0,0,1
sour-diesel-hash,,,,,,,,0.0,,,,,0.0,,0.0,,1.34,0.75,,0.38,0.38,,0.0,0.0,,,28.134999999999998,13.094999999999999,1.41,,,0.31,0.11,0.32,,,0.69,,0.08,,4,0,0
sour-diesel-hash-1,,,,,,,,0.64,,,,,0.0,,0.0,,1.84,1.68,,0.88,0.13,,0.0,0.0,,,19.92,1.63,,,,,0.51,0.17,,,0.79,0.1,0.31,,1,0,0
sour-diesel-hash-2,,,,,,,,0.0,,,,,0.0,,0.0,,0.23,1.46,,0.38,0.0,,0.0,0.0,,,6.78,0.57,,,,,0.45,,,,0.52,,0.28,,1,0,0
sour-diesel-headband,,,,,,,,0.51,,,,,1.35,,0.0,,1.73,0.0,,0.35,0.23,,0.0,0.0,,,12.91,0.29,,,,0.1,0.14,0.13,,,0.21,,0.04,,1,0,0
sour-diesel-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55,0.39,,,,0.03,0.08,,,,,,,,1,0,0
sour-diesel-kief,,,,,,,,0.88,,,,,6.37,,0.0,,0.22,0.0,,0.27,0.0,,0.0,2.92,,,16.72,2.74,,,,0.06,0.18,0.13,,,0.83,,0.19,,2,0,0
sour-diesel-klean-extracts,,,,,,,,0.0,,,,,0.0,,0.0,,1.37,0.0,,1.23,0.39,,0.0,0.0,,,0.07,79.38,,,,0.83,,0.32,,,,0.78,5.13,,1,0,0
sour-diesel-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,0.46,,0.36,0.0,,0.0,0.0,,,16.42,0.28,,,,,0.04,0.08,,,0.09,0.17,,,1,0,0
sour-diesel-m-s-collective,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03,0.02,,,,,,,,,0.01,0.06,,,1,0,0
sour-diesel-n-butane-honeycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,59.79,3.4,,,,,,,,,,0.43,,,1,0,0
sour-diesel-og,,,,,,0.0,0.027000000000000003,0.464,0.0,0.0,0.0,0.0,1.8345,0.0,0.0115,0.0,0.556,0.032,0.0,0.7444999999999999,1.3339999999999999,,0.046,0.2755,0.0,0.0,18.89,1.2149999999999999,0.0,20.28,0.0,0.095,0.12,0.0,0.03,0.0,0.42,0.08,0.025,,1,0,1
sour-diesel-r1,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.16,0.07,0.0,0.36,0.14,0.0,0.08,0.33,0.0,0.0,,0.3,0.01,20.99,0.01,0.01,0.01,0.01,,,0.56,0.11,0.01,10.17,0,1,0
sour-diesel-shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.97,0.38,,,,,,,,,,,,1,0,0
sour-diesel-tko,,,,,,,,0.62,,,,,1.06,,0.0,,2.52,0.87,,0.43,0.23,,0.0,0.0,,,13.67,0.31,,,,,0.14,0.2,,,0.38,,0.04,,1,0,0
sour-diesel-triple-bubble-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64,0.67,0.35,,,0.21,,,,,,,,,1,0,0
sour-diesel-winterized,,,,,,,,,,,,,,,,,,,,,,,,,,,56.39,4.22,,,,0.83,0.43,,,,,0.29,,,1,0,0
sour-diesel-x,,,,,,,,0.48,,,,,0.0,,0.0,,3.25,0.83,,0.68,0.54,,0.0,0.0,,,12.31,0.6,,,,,0.14,0.13,,,0.29,,0.06,,1,0,0
sour-diesel-x-afgoo,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,0.46,,,,,,,,,0.44,0.05,,,1,0,0
sour-diesel-x-og-kush-bubble-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11,44.52,,,,,,,,,,,,,1,0,0
sour-dosido,,,,,,0.0,0.01,0.019,0.0,0.005,0.0,0.0,0.153,0.006,0.0,0.13,0.134,0.037000000000000005,0.0,0.423,0.084,,0.07,0.361,0.0,0.0,,0.52,0.0,24.43,0.0,0.0,0.04,0.0,0.0,0.0,2.18,0.08,0.0,,0,0,1
sour-double,,,,,,,,0.0,,,,,0.0,,0.0,,0.615,0.8300000000000001,,0.645,0.0,,0.0,0.0,,,21.634999999999998,0.515,0.08,,,,0.06,0.115,,,0.21500000000000002,,0.035,,2,0,0
sour-double-dream-2,,,,,,,,0.0,,,,,0.0,,0.0,,1.81,1.0,,0.02,0.4,,0.0,0.0,,,22.7,0.49,,,,0.02,0.09,0.06,,,0.13,,,,1,0,0
sour-double-kush,,,,,,,,0.0,,,,,0.0,,0.0,,1.78,0.45,,0.09,0.0,,0.0,0.0,,,21.77,0.56,0.04,,,0.1,0.065,0.16,,,0.27,,0.05,,2,0,0
sour-dream,,,,,,,,0.2725,,,,,0.4525,,0.0,,0.495,1.025,,0.1875,0.8200000000000001,,0.0,0.0,,,17.1575,1.1400000000000001,,,,,0.145,0.1075,,,0.29250000000000004,1.82,0.0775,,4,0,0
sour-dubble,,,,,,,,0.0,,,,,0.0,,0.0,,2.15,1.11,,0.81,0.0,,0.0,0.0,,,24.15,0.33,,,,,0.06,0.12,,,0.14,,0.02,,1,0,0
sour-dutch,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.83,,0.0,0.0,,,8.08,0.57,,,,,13.43,0.42,,,0.41,,0.09,,1,0,0
sour-express,,,,,,0.0,0.003,0.0,0.0,0.0,0.044,0.0,0.042,0.66,0.565,0.0,0.045,0.046,0.015,0.179,0.195,,0.076,0.116,0.015,0.0,,0.98,0.0,18.27,0.0,0.0,,0.0,0.0,0.0,1.03,0.08,0.0,,0,0,1
sour-flame,,,,,,,,0.0,,,,,0.0,,0.0,,2.3,0.4,,0.83,0.0,,0.0,0.0,,,25.48,0.84,,,,,0.07,0.13,,,0.52,,0.05,,1,0,0
sour-g-11214,,,,,,0.0,0.019,0.011,0.0,0.001,0.002,0.006999999999999999,0.127,0.002,0.014,0.077,0.238,0.069,0.0,0.594,0.594,,0.131,0.865,0.0,0.0,,0.78,0.0,27.7,0.0,0.0,0.08,0.0,0.0,0.0,1.11,0.14,0.0,,0,0,1
sour-gold,,,,,,,,0.0,,,,,0.0,,0.0,,1.69,0.91,,0.61,0.17,,0.0,0.57,,,32.06,0.42,,,,,0.09,0.2,,,0.52,,0.02,,1,0,0
